episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_total_penalty,penalty_gpu_penalty,penalty_cpu_penalty,penalty_ram_penalty
3,22,0.0,12.86255955696106,4.8,69.1,10.906486511230469,4.8693084716796875,0,1444.79296875,8192.0,17.636632919311523,0,0.0,0.0,0.0,0.0
3,23,2.0,13.20380711555481,1.0,69.1,10.906089782714844,4.8697052001953125,0,1444.79296875,8192.0,17.636632919311523,1,0.0,0.0,0.0,0.0
3,24,0.0,13.532691478729248,3.4,69.1,10.905937194824219,4.8698577880859375,0,1444.79296875,8192.0,17.636632919311523,0,0.0,0.0,0.0,0.0
3,25,2.0,13.860782861709595,3.4,69.1,10.905529022216797,4.870265960693359,0,1444.79296875,8192.0,17.636632919311523,5,0.0,0.0,0.0,0.0
4,26,4.0,14.201954126358032,4.3,69.1,10.905269622802734,4.870525360107422,0,1444.79296875,8192.0,17.636632919311523,5,0.0,0.0,0.0,0.0
4,27,-2.0,14.531530141830444,2.1,69.1,10.905464172363281,4.870330810546875,0,1444.79296875,8192.0,17.636632919311523,4,0.0,0.0,0.0,0.0
4,28,12.0,14.85420536994934,0.0,69.1,10.903060913085938,4.872734069824219,1,1444.79296875,8192.0,17.636632919311523,5,0.0,0.0,0.0,0.0
4,29,-8.0,15.182944536209106,1.5,69.1,10.903633117675781,4.872161865234375,1,1444.79296875,8192.0,17.636632919311523,3,0.0,0.0,0.0,0.0
4,30,0.0,15.509956359863281,0.0,69.1,10.90234375,4.873451232910156,1,1444.79296875,8192.0,17.636632919311523,2,0.0,0.0,0.0,0.0
4,31,-3.0,15.834313869476318,0.0,69.1,10.904361724853516,4.871433258056641,0,1444.79296875,8192.0,17.636632919311523,3,0.0,0.0,0.0,0.0
5,32,0.0,16.16211485862732,5.1,69.1,10.9049072265625,4.870887756347656,0,1444.79296875,8192.0,17.636632919311523,4,0.0,0.0,0.0,0.0
5,33,3.0,16.48872709274292,4.2,69.1,10.902992248535156,4.872802734375,0,1444.79296875,8192.0,17.636632919311523,5,0.0,0.0,0.0,0.0
5,34,2.0,16.834046125411987,1.6,69.1,10.903614044189453,4.872180938720703,0,1444.79296875,8192.0,17.636632919311523,1,0.0,0.0,0.0,0.0
5,35,-3.0,17.17572331428528,20.4,69.1,10.900569915771484,4.875225067138672,0,1444.79296875,8192.0,17.636632919311523,3,0.0,0.0,0.0,0.0
5,36,-3.0,17.50295352935791,14.0,69.1,10.902271270751953,4.873523712158203,0,1444.79296875,8192.0,17.636632919311523,2,0.0,0.0,0.0,0.0
5,37,2.0,17.83137822151184,8.1,69.1,10.900863647460938,4.874931335449219,2,1444.79296875,8192.0,17.636632919311523,3,0.0,0.0,0.0,0.0
6,38,-5.0,18.16083264350891,12.1,69.0,10.890655517578125,4.885139465332031,2,1444.79296875,8192.0,17.636632919311523,2,0.0,0.0,0.0,0.0
6,39,0.0,18.49074411392212,5.2,69.0,10.890682220458984,4.885112762451172,0,1444.79296875,8192.0,17.636632919311523,3,0.0,0.0,0.0,0.0
6,40,0.0,18.81562829017639,9.9,69.0,10.89059066772461,4.885204315185547,0,1444.79296875,8192.0,17.636632919311523,2,0.0,0.0,0.0,0.0
6,41,0.0,19.14336585998535,2.7,69.0,10.889972686767578,4.885822296142578,0,1444.79296875,8192.0,17.636632919311523,2,0.0,0.0,0.0,0.0
6,42,0.0,19.470780611038208,6.7,69.0,10.889705657958984,4.886089324951172,0,1444.79296875,8192.0,17.636632919311523,5,0.0,0.0,0.0,0.0
6,43,2.0,19.81765842437744,10.2,69.0,10.889083862304688,4.886711120605469,0,1442.04296875,8192.0,17.603063583374023,4,0.0,0.0,0.0,0.0
6,44,5.0,20.14393162727356,8.5,69.0,10.884357452392578,4.891437530517578,0,1442.04296875,8192.0,17.603063583374023,1,0.0,0.0,0.0,0.0
7,45,2.0,20.47527050971985,0.9,69.0,10.884532928466797,4.891262054443359,0,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
7,46,0.0,20.797877073287964,10.9,69.0,10.88345718383789,4.892337799072266,0,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
7,47,-3.0,21.127010583877563,2.2,69.0,10.883380889892578,4.892414093017578,0,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
7,48,0.0,21.455910205841064,6.7,69.0,10.883102416992188,4.892692565917969,0,1442.04296875,8192.0,17.603063583374023,0,0.0,0.0,0.0,0.0
7,49,-6.0,21.784661769866943,5.8,69.0,10.885787963867188,4.890007019042969,0,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
7,50,0.0,22.124948263168335,3.1,69.0,10.885566711425781,4.890228271484375,0,1442.04296875,8192.0,17.603063583374023,2,0.0,0.0,0.0,0.0
7,51,-4.0,22.451746940612793,0.7,69.0,10.886089324951172,4.889705657958984,3,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
8,52,-3.0,22.779818773269653,2.2,69.0,10.886272430419922,4.889522552490234,2,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
8,53,4.0,23.12537717819214,4.1,69.0,10.884906768798828,4.890888214111328,2,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
8,54,0.0,23.45022988319397,0.0,69.0,10.884517669677734,4.891277313232422,1,1442.04296875,8192.0,17.603063583374023,1,0.0,0.0,0.0,0.0
8,55,0.0,23.793204307556152,0.0,69.0,10.884841918945312,4.890953063964844,0,1442.04296875,8192.0,17.603063583374023,0,0.0,0.0,0.0,0.0
8,56,0.0,24.122520208358765,1.1,69.0,10.88302230834961,4.892772674560547,0,1442.04296875,8192.0,17.603063583374023,1,0.0,0.0,0.0,0.0
8,57,7.0,24.45103621482849,2.5,69.0,10.883895874023438,4.891899108886719,0,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
8,58,0.0,24.776530981063843,2.3,69.0,10.884902954101562,4.890892028808594,2,1442.04296875,8192.0,17.603063583374023,2,0.0,0.0,0.0,0.0
9,59,0.0,25.10396099090576,0.6,69.0,10.884109497070312,4.891685485839844,2,1442.04296875,8192.0,17.603063583374023,0,0.0,0.0,0.0,0.0
9,60,-3.0,25.431331157684326,3.9,69.0,10.884037017822266,4.891757965087891,0,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
9,61,0.0,25.757521629333496,3.5,69.0,10.884742736816406,4.89105224609375,1,1442.04296875,8192.0,17.603063583374023,0,0.0,0.0,0.0,0.0
9,62,4.0,26.103333950042725,0.0,69.0,10.88357162475586,4.892223358154297,1,1442.04296875,8192.0,17.603063583374023,4,0.0,0.0,0.0,0.0
9,63,-9.0,26.430668354034424,3.2,69.0,10.88330078125,4.892494201660156,0,1442.04296875,8192.0,17.603063583374023,2,0.0,0.0,0.0,0.0
9,64,3.0,26.75917935371399,0.7,69.0,10.883644104003906,4.89215087890625,0,1442.04296875,8192.0,17.603063583374023,1,0.0,0.0,0.0,0.0
9,65,0.0,27.08289909362793,0.0,69.0,10.88228988647461,4.893505096435547,0,1442.04296875,8192.0,17.603063583374023,2,0.0,0.0,0.0,0.0
9,66,0.0,27.41205930709839,1.8,69.0,10.882652282714844,4.8931427001953125,0,1442.04296875,8192.0,17.603063583374023,2,0.0,0.0,0.0,0.0
9,67,3.0,27.74181628227234,1.7,69.0,10.882606506347656,4.8931884765625,0,1442.04296875,8192.0,17.603063583374023,1,0.0,0.0,0.0,0.0
10,68,7.0,28.07273507118225,0.0,69.0,10.881473541259766,4.894321441650391,0,1442.04296875,8192.0,17.603063583374023,4,0.0,0.0,0.0,0.0
10,69,8.0,28.418807983398438,2.5,69.0,10.886608123779297,4.889171600341797,0,1442.04296875,8192.0,17.603063583374023,3,0.0,0.0,0.0,0.0
10,70,0.0,28.749296188354492,0.6,69.0,10.882266998291016,4.893527984619141,4,1442.04296875,8192.0,17.603063583374023,0,0.0,0.0,0.0,0.0
10,71,-4.0,29.075230360031128,6.2,69.0,10.879619598388672,4.896175384521484,4,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
10,72,-4.0,29.401780128479004,2.5,69.0,10.879642486572266,4.896152496337891,0,1442.04296875,8192.0,17.603063583374023,5,0.0,0.0,0.0,0.0
10,73,-3.0,29.728515625,0.8,69.0,10.880409240722656,4.8953857421875,3,1446.85546875,8192.0,17.66180992126465,3,0.0,0.0,0.0,0.0
11,74,0.0,30.072837829589844,0.9,69.0,10.878192901611328,4.897602081298828,3,1446.85546875,8192.0,17.66180992126465,5,0.0,0.0,0.0,0.0
11,75,8.0,30.39952301979065,0.0,69.0,10.878448486328125,4.897346496582031,0,1446.85546875,8192.0,17.66180992126465,3,0.0,0.0,0.0,0.0
11,76,0.0,30.743844747543335,0.0,69.0,10.884918212890625,4.890876770019531,0,1446.85546875,8192.0,17.66180992126465,1,0.0,0.0,0.0,0.0
11,77,4.0,31.071640014648438,0.0,69.0,10.884204864501953,4.891590118408203,0,1446.85546875,8192.0,17.66180992126465,4,0.0,0.0,0.0,0.0
11,78,-3.0,31.401310682296753,0.0,69.0,10.88051986694336,4.895275115966797,0,1446.85546875,8192.0,17.66180992126465,3,0.0,0.0,0.0,0.0
11,79,-2.0,31.7290256023407,1.7,69.0,10.880535125732422,4.895259857177734,0,1446.85546875,8192.0,17.66180992126465,5,0.0,0.0,0.0,0.0
12,80,-2.0,32.056206464767456,0.0,69.0,10.881134033203125,4.894660949707031,0,1446.85546875,8192.0,17.66180992126465,3,0.0,0.0,0.0,0.0
12,81,-3.0,32.384697914123535,1.5,69.0,10.879619598388672,4.896175384521484,0,1446.85546875,8192.0,17.66180992126465,3,0.0,0.0,0.0,0.0
12,82,10.0,32.714287519454956,3.3,69.0,10.880329132080078,4.895465850830078,0,1446.29296875,8192.0,17.654943466186523,1,0.0,0.0,0.0,0.0
12,83,7.0,33.041807889938354,1.5,69.0,10.878192901611328,4.897602081298828,0,1446.29296875,8192.0,17.654943466186523,5,0.0,0.0,0.0,0.0
12,84,-2.0,33.368242502212524,1.7,69.0,10.877998352050781,4.897796630859375,0,1446.29296875,8192.0,17.654943466186523,4,0.0,0.0,0.0,0.0
13,85,2.0,33.69719433784485,0.0,69.0,10.877666473388672,4.898128509521484,0,1446.29296875,8192.0,17.654943466186523,5,0.0,0.0,0.0,0.0
13,86,0.0,34.03644943237305,13.4,68.9,10.876155853271484,4.8996429443359375,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
13,87,0.0,34.3645339012146,2.5,68.9,10.875923156738281,4.899871826171875,0,1446.29296875,8192.0,17.654943466186523,1,0.0,0.0,0.0,0.0
13,88,0.0,34.694754123687744,0.0,68.9,10.876079559326172,4.899715423583984,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
13,89,0.0,35.01902532577515,5.6,68.9,10.877304077148438,4.898490905761719,0,1446.29296875,8192.0,17.654943466186523,0,0.0,0.0,0.0,0.0
13,90,-3.0,35.362897634506226,5.1,68.9,10.876537322998047,4.899257659912109,0,1446.29296875,8192.0,17.654943466186523,3,0.0,0.0,0.0,0.0
13,91,-2.0,35.689741134643555,5.6,68.9,10.87722396850586,4.898571014404297,0,1446.29296875,8192.0,17.654943466186523,5,0.0,0.0,0.0,0.0
13,92,2.0,36.01806879043579,5.6,68.9,10.875709533691406,4.90008544921875,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
14,93,-2.0,36.34456491470337,3.4,68.9,10.875839233398438,4.899955749511719,0,1446.29296875,8192.0,17.654943466186523,4,0.0,0.0,0.0,0.0
14,94,0.0,36.69148540496826,12.4,69.0,10.877899169921875,4.897895812988281,0,1446.29296875,8192.0,17.654943466186523,1,0.0,0.0,0.0,0.0
14,95,2.0,37.03668546676636,11.7,68.9,10.874900817871094,4.9008941650390625,0,1446.29296875,8192.0,17.654943466186523,5,0.0,0.0,0.0,0.0
14,96,-2.0,37.361043214797974,2.3,68.9,10.87472152709961,4.901073455810547,0,1446.29296875,8192.0,17.654943466186523,1,0.0,0.0,0.0,0.0
14,97,3.0,37.69185519218445,11.0,68.9,10.876636505126953,4.899158477783203,0,1446.29296875,8192.0,17.654943466186523,3,0.0,0.0,0.0,0.0
14,98,2.0,38.019214153289795,5.3,68.9,10.876514434814453,4.899280548095703,0,1446.29296875,8192.0,17.654943466186523,3,0.0,0.0,0.0,0.0
15,99,0.0,38.34191083908081,1.5,68.9,10.874702453613281,4.901092529296875,0,1446.29296875,8192.0,17.654943466186523,0,0.0,0.0,0.0,0.0
15,100,2.0,38.67218089103699,0.0,68.9,10.875728607177734,4.900066375732422,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
15,101,0.0,38.99724245071411,1.7,68.9,10.875877380371094,4.8999176025390625,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
15,102,-7.0,39.32970309257507,2.2,68.9,10.8712158203125,4.904579162597656,0,1446.29296875,8192.0,17.654943466186523,4,0.0,0.0,0.0,0.0
15,103,0.0,39.66417145729065,6.9,68.9,10.874229431152344,4.9015655517578125,0,1446.29296875,8192.0,17.654943466186523,2,0.0,0.0,0.0,0.0
15,104,0.0,39.995742082595825,0.0,68.9,10.874099731445312,4.901695251464844,0,1446.29296875,8192.0,17.654943466186523,1,0.0,0.0,0.0,0.0
16,105,9.0,40.32254505157471,0.3,68.9,10.873359680175781,4.902435302734375,0,1446.29296875,8192.0,17.654943466186523,5,0.0,0.0,0.0,0.0
16,106,3.0,40.6529905796051,0.0,68.9,10.87322998046875,4.902565002441406,0,1446.29296875,8192.0,17.654943466186523,4,0.0,0.0,0.0,0.0
16,107,-2.0,40.98187041282654,0.0,68.9,10.873538970947266,4.902256011962891,0,1446.29296875,8192.0,17.654943466186523,4,0.0,0.0,0.0,0.0
16,108,0.0,41.31104779243469,0.9,68.9,10.872421264648438,4.903373718261719,1,1446.29296875,8192.0,17.654943466186523,0,0.0,0.0,0.0,0.0
16,109,0.0,41.64383101463318,17.1,68.9,10.874401092529297,4.901393890380859,1,1465.41796875,8192.0,17.888402938842773,5,0.0,0.0,0.0,0.0
16,110,3.0,41.972115993499756,7.5,68.9,10.874095916748047,4.901699066162109,8,1468.79296875,8192.0,17.929601669311523,3,0.0,0.0,0.0,0.0
16,111,-3.0,42.301557779312134,1.5,68.9,10.873924255371094,4.9018707275390625,8,1470.66796875,8192.0,17.952489852905273,3,0.0,0.0,0.0,0.0
17,112,0.0,42.62761974334717,31.8,69.0,10.8837890625,4.892005920410156,8,1470.91796875,8192.0,17.955541610717773,0,0.0,0.0,0.0,0.0
17,113,0.0,42.95800280570984,8.9,69.0,10.888751983642578,4.887042999267578,2,1471.48046875,8192.0,17.9624080657959,1,0.0,0.0,0.0,0.0
17,114,-2.0,43.28468704223633,7.4,69.0,10.887683868408203,4.888111114501953,0,1471.54296875,8192.0,17.963171005249023,5,0.0,0.0,0.0,0.0
17,115,0.0,43.61285090446472,5.0,69.0,10.885013580322266,4.890781402587891,0,1471.54296875,8192.0,17.963171005249023,1,0.0,0.0,0.0,0.0
17,116,2.0,43.940359354019165,8.7,69.0,10.888381958007812,4.887413024902344,0,1471.79296875,8192.0,17.966222763061523,2,0.0,0.0,0.0,0.0
17,117,3.0,44.28429698944092,7.5,69.0,10.88739013671875,4.888404846191406,0,1471.79296875,8192.0,17.966222763061523,3,0.0,0.0,0.0,0.0
18,118,-4.0,44.61086463928223,13.3,69.0,10.885486602783203,4.890308380126953,0,1472.91796875,8192.0,17.979955673217773,4,0.0,0.0,0.0,0.0
18,119,8.0,44.94285321235657,9.5,69.0,10.886661529541016,4.889133453369141,1,1475.79296875,8192.0,18.015050888061523,3,0.0,0.0,0.0,0.0
18,120,5.0,45.27200245857239,2.1,69.0,10.88412094116211,4.891674041748047,1,1475.79296875,8192.0,18.015050888061523,1,0.0,0.0,0.0,0.0
18,121,0.0,45.59520149230957,5.5,68.9,10.871658325195312,4.904136657714844,1,1475.98046875,8192.0,18.0173397064209,0,0.0,0.0,0.0,0.0
18,122,2.0,45.92327857017517,1.4,68.9,10.876445770263672,4.899349212646484,0,1476.04296875,8192.0,18.018102645874023,5,0.0,0.0,0.0,0.0
18,123,-5.0,46.25125551223755,1.0,68.9,10.874778747558594,4.9010162353515625,0,1476.04296875,8192.0,18.018102645874023,2,0.0,0.0,0.0,0.0
19,124,1.0,46.578978538513184,0.0,68.9,10.874454498291016,4.901340484619141,0,1476.04296875,8192.0,18.018102645874023,4,0.0,0.0,0.0,0.0
19,125,0.0,46.90587282180786,0.9,68.9,10.873950958251953,4.901844024658203,0,1476.04296875,8192.0,18.018102645874023,0,0.0,0.0,0.0,0.0
19,126,0.0,47.23333215713501,1.2,68.9,10.873184204101562,4.902610778808594,0,1474.85546875,8192.0,18.00360679626465,2,0.0,0.0,0.0,0.0
19,127,0.0,47.575478315353394,0.0,68.9,10.873485565185547,4.902309417724609,0,1474.85546875,8192.0,18.00360679626465,0,0.0,0.0,0.0,0.0
19,128,-3.0,48.091447830200195,1.0,70.5,11.114849090576172,4.660945892333984,0,1471.48046875,8192.0,17.9624080657959,2,0.0,0.0,0.0,0.0
19,129,0.0,48.41974878311157,2.7,70.5,11.115673065185547,4.660121917724609,0,1469.66796875,8192.0,17.940282821655273,1,0.0,0.0,0.0,0.0
19,130,-2.0,48.748860359191895,1.8,70.5,11.12033462524414,4.655460357666016,0,1469.66796875,8192.0,17.940282821655273,4,0.0,0.0,0.0,0.0
19,131,3.0,49.0780303478241,1.0,70.5,11.119136810302734,4.656658172607422,0,1469.66796875,8192.0,17.940282821655273,3,0.0,0.0,0.0,0.0
20,132,0.0,49.403812408447266,0.7,70.5,11.11871337890625,4.657081604003906,0,1469.66796875,8192.0,17.940282821655273,1,0.0,0.0,0.0,0.0
20,133,0.0,49.73395824432373,4.2,70.5,11.118080139160156,4.65771484375,0,1469.66796875,8192.0,17.940282821655273,0,0.0,0.0,0.0,0.0
20,134,0.0,50.06499719619751,0.9,70.5,11.117889404296875,4.657905578613281,0,1469.66796875,8192.0,17.940282821655273,2,0.0,0.0,0.0,0.0
20,135,-3.0,50.39335036277771,6.8,70.5,11.117713928222656,4.6580810546875,0,1469.66796875,8192.0,17.940282821655273,3,0.0,0.0,0.0,0.0
20,136,3.0,50.72257947921753,8.1,70.5,11.11728286743164,4.658512115478516,0,1469.66796875,8192.0,17.940282821655273,1,0.0,0.0,0.0,0.0
20,137,-3.0,51.05034399032593,3.8,70.5,11.117473602294922,4.658321380615234,0,1469.66796875,8192.0,17.940282821655273,3,0.0,0.0,0.0,0.0
20,138,0.0,51.379504680633545,6.4,70.5,11.117542266845703,4.658252716064453,0,1469.66796875,8192.0,17.940282821655273,3,0.0,0.0,0.0,0.0
20,139,4.0,51.703938484191895,4.8,70.5,11.117450714111328,4.658344268798828,0,1469.66796875,8192.0,17.940282821655273,4,0.0,0.0,0.0,0.0
21,140,5.0,52.033649921417236,3.8,70.5,11.117622375488281,4.658172607421875,0,1469.66796875,8192.0,17.940282821655273,1,0.0,0.0,0.0,0.0
21,141,-5.0,52.363062381744385,11.0,70.5,11.117572784423828,4.658222198486328,0,1469.66796875,8192.0,17.940282821655273,2,0.0,0.0,0.0,0.0
21,142,0.0,52.68960928916931,6.0,70.5,11.117576599121094,4.658206939697266,0,1469.66796875,8192.0,17.940282821655273,1,0.0,0.0,0.0,0.0
21,143,0.0,53.02307438850403,7.2,70.6,11.13265609741211,4.643138885498047,0,1469.66796875,8192.0,17.940282821655273,0,0.0,0.0,0.0,0.0
21,144,7.0,53.355496644973755,3.2,70.6,11.131538391113281,4.644256591796875,0,1469.66796875,8192.0,17.940282821655273,4,0.0,0.0,0.0,0.0
21,145,-7.0,53.682817697525024,1.3,70.6,11.131370544433594,4.6444244384765625,0,1466.98046875,8192.0,17.9074764251709,5,0.0,0.0,0.0,0.0
22,146,0.0,54.01061940193176,0.0,70.6,11.131309509277344,4.6444854736328125,0,1466.98046875,8192.0,17.9074764251709,1,0.0,0.0,0.0,0.0
22,147,0.0,54.34005832672119,2.2,70.6,11.131301879882812,4.644493103027344,0,1464.29296875,8192.0,17.874670028686523,4,0.0,0.0,0.0,0.0
22,148,-3.0,54.6667857170105,0.9,70.6,11.13116455078125,4.644630432128906,0,1459.10546875,8192.0,17.81134605407715,3,0.0,0.0,0.0,0.0
22,149,7.0,54.99504017829895,0.8,70.6,11.131126403808594,4.6446685791015625,0,1459.10546875,8192.0,17.81134605407715,5,0.0,0.0,0.0,0.0
22,150,2.0,55.32012343406677,7.1,70.6,11.131023406982422,4.644771575927734,0,1459.10546875,8192.0,17.81134605407715,5,0.0,0.0,0.0,0.0
22,151,-2.0,55.64924097061157,0.0,70.5,11.129276275634766,4.646518707275391,0,1456.48046875,8192.0,17.7793025970459,5,0.0,0.0,0.0,0.0
23,152,0.0,55.99193096160889,0.0,70.5,11.12929916381836,4.646495819091797,0,1456.48046875,8192.0,17.7793025970459,2,0.0,0.0,0.0,0.0
23,153,0.0,56.31964373588562,0.0,70.5,11.12929916381836,4.646495819091797,0,1456.48046875,8192.0,17.7793025970459,2,0.0,0.0,0.0,0.0
23,154,3.0,56.647727966308594,0.8,70.5,11.129219055175781,4.646575927734375,0,1456.48046875,8192.0,17.7793025970459,5,0.0,0.0,0.0,0.0
23,155,3.0,56.97502636909485,0.9,70.6,11.136302947998047,4.639492034912109,0,1456.48046875,8192.0,17.7793025970459,3,0.0,0.0,0.0,0.0
23,156,5.0,57.30277395248413,0.0,70.6,11.136451721191406,4.63934326171875,0,1456.48046875,8192.0,17.7793025970459,1,0.0,0.0,0.0,0.0
23,157,0.0,57.64201045036316,5.1,70.6,11.134651184082031,4.641143798828125,0,1456.48046875,8192.0,17.7793025970459,2,0.0,0.0,0.0,0.0
24,158,0.0,57.97333574295044,8.3,70.6,11.132877349853516,4.642917633056641,0,1456.48046875,8192.0,17.7793025970459,0,0.0,0.0,0.0,0.0
24,159,0.0,58.31739521026611,16.3,70.6,11.132495880126953,4.643299102783203,0,1456.48046875,8192.0,17.7793025970459,1,0.0,0.0,0.0,0.0
24,160,-3.0,58.6582248210907,4.5,70.6,11.131523132324219,4.6442718505859375,0,1456.48046875,8192.0,17.7793025970459,3,0.0,0.0,0.0,0.0
24,161,0.0,58.98603439331055,2.3,70.6,11.13113021850586,4.644664764404297,0,1456.48046875,8192.0,17.7793025970459,2,0.0,0.0,0.0,0.0
24,162,0.0,59.32933211326599,1.4,70.6,11.131092071533203,4.644702911376953,0,1456.48046875,8192.0,17.7793025970459,2,0.0,0.0,0.0,0.0
24,163,-3.0,59.67374610900879,2.4,70.6,11.130844116210938,4.644950866699219,0,1456.48046875,8192.0,17.7793025970459,3,0.0,0.0,0.0,0.0
24,164,-3.0,60.01404666900635,1.9,70.6,11.137569427490234,4.638225555419922,0,1456.48046875,8192.0,17.7793025970459,3,0.0,0.0,0.0,0.0
24,165,3.0,60.34500217437744,3.1,70.6,11.137569427490234,4.638225555419922,0,1456.48046875,8192.0,17.7793025970459,1,0.0,0.0,0.0,0.0
24,166,0.0,60.67264461517334,3.0,70.6,11.13723373413086,4.638561248779297,0,1456.48046875,8192.0,17.7793025970459,0,0.0,0.0,0.0,0.0
24,167,0.0,61.00097966194153,4.2,70.6,11.138397216796875,4.637397766113281,0,1456.48046875,8192.0,17.7793025970459,1,0.0,0.0,0.0,0.0
25,168,-3.0,61.334065198898315,0.0,70.6,11.138801574707031,4.636993408203125,0,1456.48046875,8192.0,17.7793025970459,3,0.0,0.0,0.0,0.0
25,169,0.0,61.66084313392639,2.9,70.6,11.136798858642578,4.638996124267578,0,1456.48046875,8192.0,17.7793025970459,0,0.0,0.0,0.0,0.0
