episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_total_penalty,penalty_cpu_penalty,penalty_gpu_penalty,penalty_ram_penalty
1,37,-1.0,19.682130575180054,12.5,75.7,11.943729400634766,3.8320655822753906,10,1474.84765625,8192.0,18.003511428833008,6,0.0,0.0,0.0,0.0
1,38,-2.0,20.00415587425232,7.8,75.7,11.944576263427734,3.831218719482422,9,1474.84765625,8192.0,18.003511428833008,3,0.0,0.0,0.0,0.0
2,39,0.0,20.333176374435425,8.9,75.7,11.945423126220703,3.830371856689453,9,1474.84765625,8192.0,18.003511428833008,1,0.0,0.0,0.0,0.0
2,40,0.0,20.665948629379272,9.7,75.6,11.931747436523438,3.8440475463867188,6,1474.84765625,8192.0,18.003511428833008,7,0.0,0.0,0.0,0.0
2,41,0.0,20.978785276412964,13.4,75.6,11.930259704589844,3.8455352783203125,0,1474.84765625,8192.0,18.003511428833008,7,0.0,0.0,0.0,0.0
2,42,-1.0,21.296354293823242,12.1,75.6,11.932445526123047,3.8433494567871094,1,1480.59765625,8192.0,18.073701858520508,7,0.0,0.0,0.0,0.0
2,43,-3.0,21.624051809310913,4.1,75.6,11.932563781738281,3.843231201171875,0,1480.59765625,8192.0,18.073701858520508,5,0.0,0.0,0.0,0.0
2,44,-1.0,21.96133780479431,10.9,75.6,11.932563781738281,3.843231201171875,0,1480.59765625,8192.0,18.073701858520508,6,0.0,0.0,0.0,0.0
2,45,-1.0,22.27723217010498,10.8,75.6,11.932048797607422,3.8437461853027344,0,1480.59765625,8192.0,18.073701858520508,6,0.0,0.0,0.0,0.0
2,46,0.0,22.59923243522644,4.6,75.6,11.931358337402344,3.8444366455078125,0,1480.59765625,8192.0,18.073701858520508,2,0.0,0.0,0.0,0.0
2,47,-3.0,22.923789262771606,6.0,75.6,11.931270599365234,3.844524383544922,0,1480.59765625,8192.0,18.073701858520508,4,0.0,0.0,0.0,0.0
2,48,-1.0,23.245670795440674,6.4,75.6,11.931476593017578,3.844318389892578,0,1480.59765625,8192.0,18.073701858520508,6,0.0,0.0,0.0,0.0
2,49,0.0,23.56307888031006,4.1,75.6,11.931224822998047,3.8445701599121094,0,1476.03515625,8192.0,18.018007278442383,0,0.0,0.0,0.0,0.0
2,50,0.0,23.880545377731323,3.4,75.6,11.931232452392578,3.844562530517578,0,1476.03515625,8192.0,18.018007278442383,1,0.0,0.0,0.0,0.0
2,51,-3.0,24.207865715026855,7.2,75.6,11.931461334228516,3.8443336486816406,1,1476.03515625,8192.0,18.018007278442383,5,0.0,0.0,0.0,0.0
2,52,0.0,24.542303562164307,8.3,75.6,11.929698944091797,3.8460960388183594,2,1476.03515625,8192.0,18.018007278442383,2,0.0,0.0,0.0,0.0
2,53,-3.0,24.859382152557373,3.7,75.6,11.93096923828125,3.8448257446289062,7,1476.03515625,8192.0,18.018007278442383,5,0.0,0.0,0.0,0.0
2,54,1.0,25.18907904624939,5.5,75.6,11.931549072265625,3.8441238403320312,8,1476.03515625,8192.0,18.018007278442383,2,0.0,0.0,0.0,0.0
2,55,-1.0,25.501035928726196,10.9,75.6,11.93288803100586,3.842906951904297,8,1476.03515625,8192.0,18.018007278442383,6,0.0,0.0,0.0,0.0
3,56,0.0,25.815595865249634,18.1,75.9,11.96804428100586,3.807750701904297,12,1476.03515625,8192.0,18.018007278442383,6,0.0,0.0,0.0,0.0
3,57,-3.0,26.124687671661377,7.5,75.9,11.967391967773438,3.8084030151367188,10,1476.03515625,8192.0,18.018007278442383,3,0.0,0.0,0.0,0.0
3,58,0.0,26.43702244758606,7.9,75.8,11.962570190429688,3.8132247924804688,9,1476.03515625,8192.0,18.018007278442383,1,0.0,0.0,0.0,0.0
3,59,0.0,26.757227659225464,5.2,75.8,11.961524963378906,3.81427001953125,9,1476.03515625,8192.0,18.018007278442383,7,0.0,0.0,0.0,0.0
3,60,3.0,27.081262350082397,7.1,75.8,11.961124420166016,3.8146705627441406,9,1476.03515625,8192.0,18.018007278442383,2,0.0,0.0,0.0,0.0
3,61,0.0,27.40742588043213,2.6,75.8,11.958328247070312,3.8174667358398438,9,1476.03515625,8192.0,18.018007278442383,7,0.0,0.0,0.0,0.0
3,62,4.0,27.748926639556885,7.8,75.8,11.956554412841797,3.8192405700683594,9,1476.03515625,8192.0,18.018007278442383,7,0.0,0.0,0.0,0.0
3,63,-1.0,28.071147680282593,7.6,75.8,11.955574035644531,3.820220947265625,9,1476.03515625,8192.0,18.018007278442383,8,0.0,0.0,0.0,0.0
3,64,0.0,28.391602993011475,7.1,75.8,11.953495025634766,3.8222999572753906,9,1476.03515625,8192.0,18.018007278442383,2,0.0,0.0,0.0,0.0
3,65,-1.0,28.71860694885254,5.8,75.7,11.949840545654297,3.8259544372558594,8,1476.03515625,8192.0,18.018007278442383,6,0.0,0.0,0.0,0.0
3,66,0.0,29.0298330783844,3.7,75.7,11.949050903320312,3.8267440795898438,9,1476.03515625,8192.0,18.018007278442383,0,0.0,0.0,0.0,0.0
3,67,0.0,29.355153799057007,16.7,75.8,11.953922271728516,3.8218727111816406,9,1476.03515625,8192.0,18.018007278442383,1,0.0,0.0,0.0,0.0
3,68,0.0,29.674235105514526,8.4,75.8,11.95621109008789,3.8195838928222656,19,1480.41015625,8192.0,18.071413040161133,6,0.0,0.0,0.0,0.0
3,69,0.0,30.007149696350098,9.5,76.0,11.98282241821289,3.7928504943847656,15,1491.78515625,8192.0,18.210268020629883,1,0.0,0.0,0.0,0.0
3,70,-1.0,30.336890697479248,12.5,76.2,12.023963928222656,3.7518310546875,47,1511.09765625,8192.0,18.446016311645508,8,0.0,0.0,0.0,0.0
3,71,0.0,30.65957236289978,9.6,76.2,12.025596618652344,3.7501983642578125,26,1511.09765625,8192.0,18.446016311645508,1,0.0,0.0,0.0,0.0
3,72,0.0,30.98033380508423,3.0,76.3,12.03371810913086,3.742053985595703,10,1506.91015625,8192.0,18.394899368286133,1,0.0,0.0,0.0,0.0
3,73,0.0,31.310472011566162,13.8,76.3,12.043338775634766,3.7324562072753906,8,1506.91015625,8192.0,18.394899368286133,0,0.0,0.0,0.0,0.0
3,74,2.0,31.639601469039917,10.0,76.5,12.073524475097656,3.7022705078125,9,1505.56640625,8192.0,18.378496170043945,3,0.0,0.0,0.0,0.0
3,75,3.0,31.965420722961426,5.3,76.5,12.075634002685547,3.7001609802246094,9,1505.44140625,8192.0,18.376970291137695,1,0.0,0.0,0.0,0.0
3,76,0.0,32.31309747695923,6.2,76.5,12.073524475097656,3.7022705078125,9,1505.44140625,8192.0,18.376970291137695,0,0.0,0.0,0.0,0.0
3,77,0.0,32.64506649971008,5.9,76.5,12.070037841796875,3.7057571411132812,9,1492.56640625,8192.0,18.219804763793945,1,0.0,0.0,0.0,0.0
3,78,-3.0,32.959245443344116,12.5,77.1,12.160537719726562,3.6152572631835938,9,1492.56640625,8192.0,18.219804763793945,5,0.0,0.0,0.0,0.0
4,79,3.0,33.287232637405396,18.5,77.1,12.170948028564453,3.604846954345703,60,1514.2890625,8192.0,18.484973907470703,2,0.0,0.0,0.0,0.0
4,80,0.0,33.623286962509155,9.9,77.2,12.180038452148438,3.5957565307617188,41,1585.0078125,8192.0,19.34823989868164,1,0.0,0.0,0.0,0.0
4,81,-3.0,33.927791118621826,5.8,77.3,12.195133209228516,3.5806617736816406,34,1585.0078125,8192.0,19.34823989868164,3,0.0,0.0,0.0,0.0
4,82,-8.0,34.23399209976196,25.3,77.3,12.19476318359375,3.5807876586914062,32,1583.7578125,8192.0,19.33298110961914,4,0.0,0.0,0.0,0.0
4,83,0.0,34.54033637046814,12.1,77.3,12.188068389892578,3.587726593017578,27,1583.7578125,8192.0,19.33298110961914,1,0.0,0.0,0.0,0.0
4,84,0.0,34.85843229293823,15.3,77.3,12.187610626220703,3.588184356689453,15,1583.7578125,8192.0,19.33298110961914,7,0.0,0.0,0.0,0.0
4,85,0.0,35.170183181762695,12.0,77.3,12.189903259277344,3.5858917236328125,14,1553.8828125,8192.0,18.96829605102539,8,0.0,0.0,0.0,0.0
4,86,0.0,35.48340153694153,3.8,77.3,12.188613891601562,3.5871810913085938,14,1515.6953125,8192.0,18.502140045166016,2,0.0,0.0,0.0,0.0
4,87,0.0,35.810559034347534,12.1,77.4,12.21240234375,3.5633926391601562,17,1515.6953125,8192.0,18.502140045166016,1,0.0,0.0,0.0,0.0
4,88,-3.0,36.14448380470276,8.6,77.4,12.21078109741211,3.565013885498047,26,1436.5078125,8192.0,17.53549575805664,4,0.0,0.0,0.0,0.0
4,89,0.0,36.468464374542236,5.8,77.5,12.22113037109375,3.5546646118164062,31,1431.6953125,8192.0,17.476749420166016,1,0.0,0.0,0.0,0.0
4,90,-1.0,36.80866360664368,10.7,77.5,12.232353210449219,3.5434417724609375,14,1432.5078125,8192.0,17.48666763305664,6,0.0,0.0,0.0,0.0
4,91,5.0,37.14019298553467,7.9,77.6,12.236061096191406,3.53973388671875,54,1478.6953125,8192.0,18.050479888916016,1,0.0,0.0,0.0,0.0
4,92,14.0,37.47011089324951,7.1,77.5,12.232719421386719,3.5430755615234375,32,1476.3828125,8192.0,18.02225112915039,6,0.0,0.0,0.0,0.0
4,93,0.0,37.79655146598816,6.8,77.7,12.262397766113281,3.513397216796875,15,1476.3828125,8192.0,18.02225112915039,8,0.0,0.0,0.0,0.0
4,94,-1.0,38.11678647994995,12.9,77.9,12.283538818359375,3.4922561645507812,32,1471.1953125,8192.0,17.958927154541016,8,0.0,0.0,0.0,0.0
4,95,-3.0,38.4312059879303,16.8,77.9,12.283367156982422,3.4924278259277344,21,1463.7578125,8192.0,17.86813735961914,4,0.0,0.0,0.0,0.0
4,96,0.0,38.74924826622009,14.9,77.8,12.281021118164062,3.4947738647460938,12,1443.5703125,8192.0,17.621707916259766,2,0.0,0.0,0.0,0.0
4,97,-1.0,39.07501816749573,9.6,78.0,12.301509857177734,3.474285125732422,13,1442.6328125,8192.0,17.61026382446289,6,0.0,0.0,0.0,0.0
4,98,3.0,39.41861367225647,14.2,78.0,12.31087875366211,3.464916229248047,13,1422.4453125,8192.0,17.363834381103516,2,0.0,0.0,0.0,0.0
5,99,0.0,39.73332762718201,5.5,78.1,12.315315246582031,3.460479736328125,15,1425.6328125,8192.0,17.40274429321289,1,0.0,0.0,0.0,0.0
5,100,-3.02,40.06893873214722,15.0,78.1,12.324386596679688,3.4514083862304688,16,1426.8203125,8192.0,17.417240142822266,3,0.019999999999998866,0.0,0.0,0.019999999999998866
5,101,-0.02,40.39418601989746,6.0,78.1,12.316944122314453,3.458850860595703,16,1426.9453125,8192.0,17.418766021728516,1,0.019999999999998866,0.0,0.0,0.019999999999998866
5,102,-0.02,40.7076141834259,1.6,78.1,12.318843841552734,3.456951141357422,14,1426.9453125,8192.0,17.418766021728516,2,0.019999999999998866,0.0,0.0,0.019999999999998866
5,103,-3.02,41.01906871795654,8.8,78.1,12.318916320800781,3.456878662109375,17,1452.6328125,8192.0,17.73233413696289,4,0.019999999999998866,0.0,0.0,0.019999999999998866
5,104,-3.0,41.36119294166565,3.7,78.0,12.312259674072266,3.4635353088378906,12,1450.1953125,8192.0,17.702579498291016,5,0.0,0.0,0.0,0.0
5,105,-3.0,41.68547320365906,4.1,78.0,12.308643341064453,3.467151641845703,11,1450.1953125,8192.0,17.702579498291016,5,0.0,0.0,0.0,0.0
5,106,5.0,42.03478789329529,3.7,78.0,12.312000274658203,3.463794708251953,10,1449.3203125,8192.0,17.691898345947266,1,0.0,0.0,0.0,0.0
5,107,0.0,42.364311933517456,5.5,78.0,12.310131072998047,3.4656639099121094,12,1440.0703125,8192.0,17.578983306884766,6,0.0,0.0,0.0,0.0
5,108,-5.02,42.699318647384644,12.0,78.1,12.31711196899414,3.4586830139160156,12,1440.6953125,8192.0,17.586612701416016,2,0.019999999999998866,0.0,0.0,0.019999999999998866
5,109,-0.02,43.014055252075195,0.9,78.1,12.315483093261719,3.4603118896484375,11,1439.7578125,8192.0,17.57516860961914,6,0.019999999999998866,0.0,0.0,0.019999999999998866
5,110,1.98,43.342047452926636,16.2,78.1,12.314628601074219,3.4611663818359375,39,1447.6328125,8192.0,17.67129898071289,3,0.019999999999998866,0.0,0.0,0.019999999999998866
5,111,0.0,43.675615549087524,13.6,78.1,12.315040588378906,3.46075439453125,22,1447.6328125,8192.0,17.67129898071289,2,0.0,0.0,0.0,0.0
5,112,-1.02,43.98230576515198,10.3,78.1,12.315597534179688,3.4601974487304688,11,1447.6328125,8192.0,17.67129898071289,8,0.019999999999998866,0.0,0.0,0.019999999999998866
5,113,-0.02,44.31954598426819,16.7,78.1,12.324958801269531,3.450836181640625,33,1466.8828125,8192.0,17.90628433227539,2,0.019999999999998866,0.0,0.0,0.019999999999998866
5,114,3.0,44.659679889678955,10.2,78.0,12.30950927734375,3.4662857055664062,40,1467.4453125,8192.0,17.913150787353516,1,0.0,0.0,0.0,0.0
5,115,-0.02,44.96994948387146,20.2,78.1,12.321826934814453,3.453968048095703,13,1467.9453125,8192.0,17.919254302978516,1,0.019999999999998866,0.0,0.0,0.019999999999998866
5,116,-10.04,45.29704666137695,11.1,78.2,12.332229614257812,3.4435653686523438,13,1464.7578125,8192.0,17.88034439086914,2,0.04000000000000057,0.0,0.0,0.04000000000000057
5,117,-1.04,45.646230697631836,15.3,78.1,12.326396942138672,3.4493980407714844,26,1475.0703125,8192.0,18.006229400634766,6,0.04000000000000057,0.0,0.0,0.04000000000000057
5,118,-2.02,45.985153913497925,13.0,78.1,12.328327178955078,3.447467803955078,1,1475.0703125,8192.0,18.006229400634766,3,0.019999999999998866,0.0,0.0,0.019999999999998866
6,119,-1.04,46.32599925994873,8.9,78.2,12.331771850585938,3.4440231323242188,1,1474.3203125,8192.0,17.997074127197266,7,0.04000000000000057,0.0,0.0,0.04000000000000057
6,120,-10.04,46.65177869796753,19.8,78.2,12.333736419677734,3.442058563232422,1,1472.9453125,8192.0,17.980289459228516,5,0.04000000000000057,0.0,0.0,0.04000000000000057
6,121,-6.04,46.98175549507141,9.3,78.2,12.334709167480469,3.4410858154296875,1,1483.5078125,8192.0,18.10922622680664,5,0.04000000000000057,0.0,0.0,0.04000000000000057
6,122,-0.04,47.308202028274536,15.5,78.3,12.352157592773438,3.4236373901367188,2,1478.8828125,8192.0,18.05276870727539,1,0.04000000000000057,0.0,0.0,0.04000000000000057
6,123,-7.06,47.64030742645264,14.4,78.3,12.357563018798828,3.418231964111328,1,1475.2578125,8192.0,18.00851821899414,3,0.059999999999999436,0.0,0.0,0.059999999999999436
6,124,0.94,47.96254348754883,6.5,78.3,12.35891342163086,3.416881561279297,7,1475.2578125,8192.0,18.00851821899414,1,0.059999999999999436,0.0,0.0,0.059999999999999436
6,125,-1.06,48.27735733985901,16.3,78.3,12.360149383544922,3.4156455993652344,8,1478.0703125,8192.0,18.042850494384766,6,0.059999999999999436,0.0,0.0,0.059999999999999436
6,126,-3.04,48.58921527862549,16.3,78.2,12.340267181396484,3.435527801513672,10,1494.015625,8192.0,18.23749542236328,3,0.04000000000000057,0.0,0.0,0.04000000000000057
6,127,2.96,48.898656129837036,14.1,78.2,12.338634490966797,3.4371604919433594,6,1496.015625,8192.0,18.26190948486328,4,0.04000000000000057,0.0,0.0,0.04000000000000057
6,128,-3.81,49.27197742462158,75.0,78.2,12.340991973876953,3.434803009033203,3,1500.953125,8192.0,18.322181701660156,3,0.8100000000000009,0.7700000000000004,0.0,0.04000000000000057
6,129,-1.04,49.58415460586548,9.2,78.2,12.339923858642578,3.435871124267578,2,1502.640625,8192.0,18.34278106689453,8,0.04000000000000057,0.0,0.0,0.04000000000000057
6,130,-3.04,49.89028358459473,5.2,78.2,12.338325500488281,3.437469482421875,8,1502.640625,8192.0,18.34278106689453,5,0.04000000000000057,0.0,0.0,0.04000000000000057
6,131,-0.04,50.19612145423889,13.8,78.2,12.33963394165039,3.4361610412597656,8,1509.890625,8192.0,18.43128204345703,2,0.04000000000000057,0.0,0.0,0.04000000000000057
6,132,-3.04,50.50858998298645,9.3,78.2,12.340999603271484,3.434795379638672,6,1509.671875,8192.0,18.428611755371094,3,0.04000000000000057,0.0,0.0,0.04000000000000057
6,133,-0.04,50.82538366317749,14.0,78.2,12.341976165771484,3.433818817138672,11,1510.421875,8192.0,18.437767028808594,2,0.04000000000000057,0.0,0.0,0.04000000000000057
6,134,-0.04,51.13280010223389,6.0,78.2,12.344062805175781,3.431732177734375,8,1510.421875,8192.0,18.437767028808594,0,0.04000000000000057,0.0,0.0,0.04000000000000057
6,135,-0.06,51.45148420333862,44.5,78.4,12.363533020019531,3.4122886657714844,15,1487.765625,8192.0,18.16120147705078,1,0.059999999999999436,0.0,0.0,0.059999999999999436
6,136,-3.06,51.766639709472656,26.9,78.4,12.372005462646484,3.403789520263672,18,1487.703125,8192.0,18.160438537597656,4,0.059999999999999436,0.0,0.0,0.059999999999999436
7,137,-9.08,52.07248520851135,9.2,78.4,12.366653442382812,3.4091415405273438,22,1487.890625,8192.0,18.16272735595703,3,0.08000000000000114,0.0,0.0,0.08000000000000114
7,138,-0.08,52.38576054573059,10.3,78.4,12.369232177734375,3.4065628051757812,15,1487.890625,8192.0,18.16272735595703,2,0.08000000000000114,0.0,0.0,0.08000000000000114
7,139,-0.06,52.69674372673035,11.0,78.3,12.349517822265625,3.4262771606445312,16,1486.671875,8192.0,18.147850036621094,0,0.059999999999999436,0.0,0.0,0.059999999999999436
7,140,-2.06,52.99770641326904,14.0,78.3,12.349594116210938,3.4262008666992188,9,1486.671875,8192.0,18.147850036621094,5,0.059999999999999436,0.0,0.0,0.059999999999999436
7,141,-1.0,53.29826593399048,4.2,77.9,12.291751861572266,3.4840431213378906,9,1486.671875,8192.0,18.147850036621094,8,0.0,0.0,0.0,0.0
7,142,0.0,53.59921073913574,9.0,78.2,12.33221435546875,3.4435806274414062,9,1484.671875,8192.0,18.123435974121094,2,0.0,0.0,0.0,0.0
7,143,-0.04,53.90534734725952,15.6,78.2,12.330184936523438,3.4456100463867188,9,1484.671875,8192.0,18.123435974121094,1,0.04000000000000057,0.0,0.0,0.04000000000000057
7,144,-5.04,54.20613479614258,15.6,77.9,12.296356201171875,3.4794387817382812,9,1484.2890625,8192.0,18.118762969970703,2,0.04000000000000057,0.0,0.0,0.04000000000000057
7,145,0.0,54.506858348846436,12.2,77.9,12.294925689697266,3.4808692932128906,9,1482.9140625,8192.0,18.101978302001953,6,0.0,0.0,0.0,0.0
7,146,-3.0,54.825347900390625,16.0,77.9,12.293594360351562,3.4822006225585938,9,1482.359375,8192.0,18.09520721435547,5,0.0,0.0,0.0,0.0
7,147,0.0,55.13060641288757,15.7,77.9,12.293548583984375,3.4822463989257812,9,1481.421875,8192.0,18.083763122558594,2,0.0,0.0,0.0,0.0
7,148,-3.0,55.43133807182312,9.9,77.9,12.292156219482422,3.4836387634277344,9,1480.234375,8192.0,18.06926727294922,5,0.0,0.0,0.0,0.0
7,149,0.0,55.73765277862549,12.3,77.9,12.289070129394531,3.486724853515625,9,1480.234375,8192.0,18.06926727294922,3,0.0,0.0,0.0,0.0
7,150,0.0,56.044007778167725,11.1,77.9,12.291912078857422,3.4838829040527344,9,1480.859375,8192.0,18.07689666748047,0,0.0,0.0,0.0,0.0
7,151,0.0,56.34471559524536,13.1,77.9,12.291057586669922,3.4847373962402344,9,1478.671875,8192.0,18.050193786621094,0,0.0,0.0,0.0,0.0
7,152,-3.0,56.647340297698975,4.9,77.9,12.287857055664062,3.4879379272460938,9,1476.921875,8192.0,18.028831481933594,4,0.0,0.0,0.0,0.0
7,153,4.0,56.957406997680664,24.5,77.9,12.289783477783203,3.486011505126953,10,1476.0390625,8192.0,18.018054962158203,6,0.0,0.0,0.0,0.0
7,154,-1.0,57.26394534111023,40.8,78.0,12.302253723144531,3.473541259765625,11,1474.1640625,8192.0,17.995166778564453,6,0.0,0.0,0.0,0.0
7,155,-3.0,57.57719159126282,6.0,78.0,12.298465728759766,3.4773292541503906,9,1474.1640625,8192.0,17.995166778564453,5,0.0,0.0,0.0,0.0
7,156,-3.0,57.88899064064026,10.2,77.9,12.281936645507812,3.4938583374023438,9,1474.1640625,8192.0,17.995166778564453,5,0.0,0.0,0.0,0.0
8,157,-3.0,58.201159954071045,33.7,77.9,12.285713195800781,3.490081787109375,9,1474.1640625,8192.0,17.995166778564453,5,0.0,0.0,0.0,0.0
8,158,0.0,58.51765203475952,15.8,77.9,12.283432006835938,3.4923629760742188,16,1477.546875,8192.0,18.036460876464844,7,0.0,0.0,0.0,0.0
8,159,0.0,58.8296480178833,17.8,77.9,12.283882141113281,3.491912841796875,19,1477.296875,8192.0,18.033409118652344,0,0.0,0.0,0.0,0.0
8,160,0.0,59.13531446456909,10.5,77.9,12.286849975585938,3.4889450073242188,13,1477.296875,8192.0,18.033409118652344,8,0.0,0.0,0.0,0.0
8,161,0.0,59.44135546684265,10.8,77.8,12.277538299560547,3.4982566833496094,9,1477.296875,8192.0,18.033409118652344,1,0.0,0.0,0.0,0.0
8,162,0.0,59.766485929489136,16.7,77.8,12.279876708984375,3.4959182739257812,12,1478.046875,8192.0,18.042564392089844,8,0.0,0.0,0.0,0.0
