episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent
0,0,-7.44,0.9484148025512695,4.3,82.2,12.96377182006836,2.812023162841797,0,1470.234375,8192.0,17.94719696044922
0,1,-7.4,1.2748041152954102,2.2,82.0,12.939674377441406,2.83612060546875,0,1470.234375,8192.0,17.94719696044922
0,2,-9.4,1.5987298488616943,7.4,82.0,12.940773010253906,2.83502197265625,0,1470.234375,8192.0,17.94719696044922
0,3,-6.4,1.925736904144287,12.3,82.0,12.941280364990234,2.834514617919922,1,1466.140625,8192.0,17.89722442626953
0,4,-4.4,2.251232385635376,8.8,82.0,12.941047668457031,2.834747314453125,1,1453.5703125,8192.0,17.743778228759766
0,5,-4.4,2.573399066925049,43.3,82.0,12.940109252929688,2.8356857299804688,1,1453.5703125,8192.0,17.743778228759766
0,6,-7.4,2.9052352905273438,14.0,82.0,12.937114715576172,2.8386802673339844,7,1449.2578125,8192.0,17.69113540649414
0,7,-4.4,3.231206178665161,13.5,82.0,12.934806823730469,2.8409881591796875,8,1436.9140625,8192.0,17.540454864501953
0,8,-5.4,3.5572445392608643,9.3,82.0,12.92852783203125,2.8472557067871094,9,1436.9140625,8192.0,17.540454864501953
0,9,-2.38,3.886918067932129,6.6,81.9,12.92544174194336,2.8503379821777344,9,1432.9140625,8192.0,17.491626739501953
0,10,-2.38,4.216271162033081,0.7,81.9,12.923419952392578,2.852375030517578,9,1432.9140625,8192.0,17.491626739501953
0,11,-4.38,4.540109872817993,6.4,81.9,12.92287826538086,2.852916717529297,9,1432.9140625,8192.0,17.491626739501953
0,12,-4.38,4.868619918823242,15.5,81.9,12.927146911621094,2.848644256591797,9,1432.9140625,8192.0,17.491626739501953
0,13,-1.38,5.193666219711304,8.2,81.9,12.926277160644531,2.849517822265625,9,1437.2890625,8192.0,17.545032501220703
0,14,-7.38,5.521482467651367,17.2,81.9,12.924251556396484,2.851543426513672,9,1437.2890625,8192.0,17.545032501220703
0,15,-5.38,5.846975803375244,3.8,81.9,12.924488067626953,2.851306915283203,9,1433.7890625,8192.0,17.502307891845703
0,16,-6.38,6.165512561798096,3.9,81.9,12.92431640625,2.8514785766601562,9,1433.7890625,8192.0,17.502307891845703
1,17,-4.38,6.492987155914307,5.0,81.9,12.925251007080078,2.850543975830078,9,1433.7890625,8192.0,17.502307891845703
1,18,-4.38,6.820361852645874,3.0,81.9,12.923892974853516,2.8519020080566406,9,1433.7890625,8192.0,17.502307891845703
1,19,-2.38,7.147024154663086,4.2,81.9,12.927253723144531,2.848541259765625,9,1433.7890625,8192.0,17.502307891845703
1,20,-5.38,7.472960710525513,36.8,81.9,12.9278564453125,2.8479385375976562,9,1433.7890625,8192.0,17.502307891845703
1,21,-4.38,7.79883337020874,7.0,81.9,12.927845001220703,2.847949981689453,8,1433.7890625,8192.0,17.502307891845703
1,22,-4.38,8.127046585083008,7.4,81.9,12.926372528076172,2.8494224548339844,0,1429.7265625,8192.0,17.452716827392578
1,23,-4.38,8.45376205444336,5.9,81.9,12.9271240234375,2.8486709594726562,0,1429.7265625,8192.0,17.452716827392578
1,24,-4.38,8.783058166503906,4.7,81.9,12.927116394042969,2.8486785888671875,0,1429.7265625,8192.0,17.452716827392578
1,25,-4.38,9.11139965057373,8.6,81.9,12.927146911621094,2.8486480712890625,0,1429.7265625,8192.0,17.452716827392578
1,26,-5.38,9.438573598861694,9.2,81.9,12.926265716552734,2.849529266357422,0,1429.7265625,8192.0,17.452716827392578
1,27,-7.38,9.763984441757202,6.2,81.9,12.92666244506836,2.849132537841797,0,1429.7265625,8192.0,17.452716827392578
1,28,-4.4,10.092406988143921,9.4,82.0,12.93294906616211,2.842845916748047,0,1429.7265625,8192.0,17.452716827392578
1,29,-7.4,10.416349411010742,7.0,82.0,12.933570861816406,2.84222412109375,0,1429.7265625,8192.0,17.452716827392578
1,30,-12.4,10.742531061172485,2.9,82.0,12.932514190673828,2.843280792236328,0,1429.7265625,8192.0,17.452716827392578
1,31,-5.38,11.076808214187622,6.0,81.9,12.92486572265625,2.8509292602539062,0,1429.7265625,8192.0,17.452716827392578
1,32,-4.38,11.408895254135132,7.5,81.9,12.924243927001953,2.851593017578125,0,1429.7265625,8192.0,17.452716827392578
1,33,-6.38,11.73643684387207,4.0,81.9,12.922809600830078,2.852985382080078,0,1429.7265625,8192.0,17.452716827392578
1,34,-6.38,12.063055276870728,9.1,81.9,12.924263000488281,2.851531982421875,1,1429.7265625,8192.0,17.452716827392578
1,35,0.62,12.38594651222229,10.0,81.9,12.924266815185547,2.8515281677246094,1,1429.7265625,8192.0,17.452716827392578
1,36,-7.38,12.709888219833374,9.5,81.9,12.925445556640625,2.8503494262695312,3,1429.7265625,8192.0,17.452716827392578
