episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_cpu_penalty,penalty_ram_penalty,penalty_gpu_penalty,penalty_total_penalty
1,13,-4.32,11.301386833190918,6.2,89.7,14.146862030029297,1.6289329528808594,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
1,14,1.66,11.630186319351196,8.8,89.7,14.146038055419922,1.6297721862792969,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3400000000000007,0.0,2.3400000000000007
1,15,-3.32,11.97092866897583,0.6,89.6,14.140819549560547,1.6349754333496094,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
2,16,-4.32,12.298524618148804,0.8,89.6,14.140583038330078,1.6352119445800781,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
2,17,-2.32,12.62542986869812,3.6,89.6,14.138751983642578,1.6370429992675781,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
2,18,-2.32,12.952428102493286,1.3,89.6,14.138519287109375,1.6372756958007812,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
2,19,-2.3,13.27951979637146,1.4,89.5,14.125030517578125,1.6507644653320312,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3000000000000003,0.0,2.3000000000000003
2,20,-2.3,13.604766607284546,0.6,89.5,14.125118255615234,1.6506767272949219,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3000000000000003,0.0,2.3000000000000003
2,21,-2.3,13.936321020126343,3.3,89.5,14.125167846679688,1.6506271362304688,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3000000000000003,0.0,2.3000000000000003
3,22,-1.3,14.26097559928894,0.7,89.5,14.125068664550781,1.650726318359375,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3000000000000003,0.0,2.3000000000000003
3,23,-2.3,14.589932680130005,1.8,89.5,14.124942779541016,1.6508522033691406,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3000000000000003,0.0,2.3000000000000003
3,24,-4.3,14.93246865272522,3.4,89.5,14.125167846679688,1.6506271362304688,1,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3000000000000003,0.0,2.3000000000000003
3,25,-2.3,15.259145498275757,10.1,89.5,14.124897003173828,1.6508979797363281,1,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3000000000000003,0.0,2.3000000000000003
3,26,-2.32,15.585493326187134,8.8,89.6,14.13918685913086,1.6366081237792969,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
3,27,0.68,15.911165714263916,0.0,89.6,14.139328002929688,1.6364669799804688,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
3,28,-6.32,16.241551160812378,5.6,89.6,14.137828826904297,1.6379661560058594,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
4,29,-2.32,16.56974458694458,0.6,89.6,14.13753890991211,1.6382560729980469,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
4,30,-2.32,16.893964052200317,1.8,89.6,14.137336730957031,1.638458251953125,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
4,31,-2.32,17.23504638671875,3.4,89.6,14.136817932128906,1.63897705078125,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
4,32,-4.32,17.56151056289673,1.5,89.6,14.136035919189453,1.6397590637207031,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
4,33,-2.32,17.891439199447632,5.6,89.6,14.134864807128906,1.64093017578125,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
4,34,1.68,18.220751523971558,0.0,89.6,14.13431167602539,1.6414833068847656,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
4,35,-2.32,18.545827627182007,6.8,89.6,14.13311767578125,1.6428108215332031,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
4,36,-2.32,18.876780033111572,0.0,89.6,14.12945556640625,1.6463394165039062,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
4,37,-6.32,19.215873956680298,0.0,89.6,14.129005432128906,1.64678955078125,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
5,38,-2.32,19.546804189682007,1.2,89.6,14.136856079101562,1.6389389038085938,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
5,39,0.68,19.873771905899048,0.0,89.6,14.135772705078125,1.6400222778320312,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
5,40,-5.32,20.213939905166626,4.0,89.6,14.135215759277344,1.6405792236328125,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
5,41,-2.32,20.541608333587646,12.0,89.6,14.134841918945312,1.6409530639648438,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
5,42,-2.32,20.865610361099243,6.2,89.6,14.134628295898438,1.6411666870117188,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
5,43,-4.32,21.208428621292114,7.4,89.6,14.132343292236328,1.6434516906738281,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
5,44,0.68,21.535653591156006,2.2,89.6,14.13177490234375,1.6440925598144531,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
5,45,-2.32,21.859304189682007,3.8,89.6,14.134777069091797,1.6410179138183594,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
5,46,-5.32,22.18837261199951,3.0,89.6,14.134353637695312,1.6414413452148438,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
6,47,-2.32,22.51688051223755,2.1,89.6,14.134220123291016,1.6415748596191406,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
6,48,0.68,22.845401287078857,0.9,89.6,14.133258819580078,1.6425361633300781,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
6,49,-1.32,23.18776512145996,3.5,89.6,14.133056640625,1.6427383422851562,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
6,50,5.68,23.515923976898193,3.6,89.6,14.134590148925781,1.641204833984375,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
6,51,-2.32,23.85893177986145,2.9,89.6,14.133552551269531,1.642242431640625,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
6,52,-4.32,24.197895288467407,7.2,89.6,14.133419036865234,1.6423759460449219,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
6,53,-3.32,24.52606439590454,16.9,89.6,14.134780883789062,1.6410140991210938,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
7,54,-2.32,24.867018938064575,6.5,89.6,14.13455581665039,1.6412391662597656,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
7,55,-2.32,25.19182324409485,5.0,89.6,14.134380340576172,1.6414146423339844,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
7,56,0.68,25.520811080932617,5.0,89.6,14.134220123291016,1.6415748596191406,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
7,57,-2.32,25.864109754562378,3.9,89.6,14.131393432617188,1.6444015502929688,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
7,58,-2.32,26.206390142440796,2.5,89.6,14.131233215332031,1.644561767578125,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
7,59,-2.32,26.535922288894653,2.8,89.6,14.131893157958984,1.6439018249511719,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
7,60,-2.32,26.86294674873352,2.0,89.6,14.133869171142578,1.6419258117675781,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
7,61,4.68,27.191279411315918,8.7,89.6,14.133544921875,1.6422500610351562,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
7,62,5.68,27.5184109210968,4.3,89.6,14.13336181640625,1.6424331665039062,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
7,63,-5.32,27.844682216644287,3.7,89.6,14.132434844970703,1.6433601379394531,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
8,64,-2.32,28.17427921295166,4.0,89.6,14.131954193115234,1.6438407897949219,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
8,65,-2.32,28.502002954483032,2.8,89.6,14.13290786743164,1.6428871154785156,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.319999999999999,0.0,2.319999999999999
8,66,-5.32,28.829020738601685,6.2,89.6,14.129146575927734,1.6466484069824219,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
8,67,0.68,29.173988580703735,3.3,89.6,14.128429412841797,1.6473655700683594,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.319999999999999,0.0,2.319999999999999
8,68,1.7,29.50367569923401,3.6,89.5,14.119880676269531,1.655914306640625,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3000000000000003,0.0,2.3000000000000003
8,69,-4.3,29.835293769836426,3.3,89.5,14.119049072265625,1.6567459106445312,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.3000000000000003,0.0,2.3000000000000003
9,70,-2.3,30.165369987487793,3.2,89.5,14.126811981201172,1.6489830017089844,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3000000000000003,0.0,2.3000000000000003
9,71,-2.3,30.49356698989868,11.7,89.6,14.127262115478516,1.6485328674316406,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3000000000000003,0.0,2.3000000000000003
9,72,-2.3,30.81908679008484,7.0,89.5,14.127033233642578,1.6487617492675781,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3000000000000003,0.0,2.3000000000000003
9,73,-2.3,31.16417360305786,6.7,89.5,14.125492095947266,1.6503028869628906,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3000000000000003,0.0,2.3000000000000003
9,74,1.7,31.4947772026062,9.9,89.5,14.125137329101562,1.6506576538085938,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3000000000000003,0.0,2.3000000000000003
9,75,-5.32,31.818820476531982,5.5,89.5,14.127059936523438,1.6487350463867188,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
9,76,-2.32,32.14286828041077,10.6,89.6,14.133247375488281,1.642547607421875,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
9,77,-4.32,32.46219992637634,2.5,89.6,14.139755249023438,1.6360397338867188,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
9,78,-2.32,32.788618326187134,2.6,89.6,14.140266418457031,1.635528564453125,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
9,79,-5.32,33.13019824028015,6.0,89.6,14.140487670898438,1.6353073120117188,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.319999999999999,0.0,2.319999999999999
10,80,2.68,33.45721173286438,0.8,89.6,14.137367248535156,1.638427734375,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.319999999999999,0.0,2.319999999999999
10,81,-2.32,33.799434661865234,4.5,89.6,14.139190673828125,1.6366043090820312,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.319999999999999,0.0,2.319999999999999
10,82,-2.32,34.125813007354736,5.5,89.7,14.144977569580078,1.6306877136230469,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.319999999999999,0.0,2.319999999999999
10,83,-2.34,34.4568407535553,4.7,89.8,14.160987854003906,1.61480712890625,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3400000000000007,0.0,2.3400000000000007
10,84,-5.36,34.78988337516785,3.3,89.8,14.161815643310547,1.6139793395996094,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3599999999999994,0.0,2.3599999999999994
10,85,-2.36,35.117026567459106,6.9,89.8,14.159675598144531,1.616119384765625,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3599999999999994,0.0,2.3599999999999994
10,86,-2.34,35.44250226020813,3.6,89.7,14.158313751220703,1.6174812316894531,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3400000000000007,0.0,2.3400000000000007
10,87,-2.36,35.7693817615509,3.7,89.8,14.162040710449219,1.6137542724609375,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3599999999999994,0.0,2.3599999999999994
11,88,-1.36,36.0965530872345,1.8,89.8,14.161060333251953,1.6147346496582031,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3599999999999994,0.0,2.3599999999999994
11,89,-2.36,36.439433574676514,2.6,89.8,14.160083770751953,1.6157112121582031,1,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3599999999999994,0.0,2.3599999999999994
11,90,0.64,36.76706790924072,6.8,89.8,14.160419464111328,1.6153755187988281,1,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3599999999999994,0.0,2.3599999999999994
11,91,-2.34,37.09563183784485,1.4,89.7,14.155677795410156,1.6201171875,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3400000000000007,0.0,2.3400000000000007
11,92,-7.34,37.42008376121521,3.6,89.7,14.154914855957031,1.620880126953125,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
11,93,-0.34,37.762123107910156,2.6,89.7,14.154640197753906,1.62115478515625,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3400000000000007,0.0,2.3400000000000007
11,94,-2.34,38.09091353416443,2.8,89.7,14.15841293334961,1.6173820495605469,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3400000000000007,0.0,2.3400000000000007
11,95,-2.34,38.43609166145325,0.0,89.7,14.157905578613281,1.617889404296875,1,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3400000000000007,0.0,2.3400000000000007
11,96,-2.34,38.77981233596802,1.7,89.7,14.15761947631836,1.6181755065917969,1,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3400000000000007,0.0,2.3400000000000007
11,97,-4.34,39.11022162437439,6.5,89.7,14.157478332519531,1.618316650390625,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3400000000000007,0.0,2.3400000000000007
12,98,-2.34,39.43934774398804,7.4,89.7,14.155052185058594,1.6207427978515625,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3400000000000007,0.0,2.3400000000000007
12,99,-2.34,39.78178119659424,0.7,89.7,14.156818389892578,1.6189765930175781,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
12,100,-2.34,40.111475467681885,3.8,89.7,14.155189514160156,1.62060546875,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3400000000000007,0.0,2.3400000000000007
12,101,0.66,40.44187831878662,1.4,89.7,14.15475082397461,1.6210441589355469,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.3400000000000007,0.0,2.3400000000000007
12,102,-2.34,40.77345609664917,1.5,89.7,14.157581329345703,1.6182136535644531,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
12,103,-2.34,41.11564803123474,3.2,89.7,14.157428741455078,1.6183662414550781,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3400000000000007,0.0,2.3400000000000007
12,104,-5.34,41.441773891448975,2.0,89.7,14.15679931640625,1.6189956665039062,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3400000000000007,0.0,2.3400000000000007
12,105,0.66,41.76782536506653,1.8,89.7,14.15842056274414,1.6173744201660156,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
12,106,-5.34,42.09361481666565,0.7,89.7,14.155582427978516,1.6202125549316406,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3400000000000007,0.0,2.3400000000000007
12,107,-5.34,42.42125391960144,1.6,89.7,14.15536880493164,1.6204261779785156,1,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3400000000000007,0.0,2.3400000000000007
13,108,-8.34,42.752599239349365,1.1,89.7,14.157115936279297,1.6186790466308594,1,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
13,109,-5.34,43.079833030700684,2.6,89.8,14.167102813720703,1.6086921691894531,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3400000000000007,0.0,2.3400000000000007
13,110,-2.34,43.425649642944336,5.1,89.7,14.156509399414062,1.6192855834960938,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3400000000000007,0.0,2.3400000000000007
13,111,-2.34,43.77085065841675,2.4,89.7,14.15781021118164,1.6179847717285156,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
13,112,-2.34,44.097737073898315,5.3,89.7,14.15704345703125,1.6187515258789062,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
13,113,-2.34,44.44020628929138,4.2,89.7,14.15518569946289,1.6206092834472656,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3400000000000007,0.0,2.3400000000000007
14,114,2.66,44.78446578979492,5.4,89.7,14.157890319824219,1.6179046630859375,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3400000000000007,0.0,2.3400000000000007
14,115,-2.34,45.12695288658142,6.0,89.7,14.157402038574219,1.6183929443359375,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3400000000000007,0.0,2.3400000000000007
14,116,-2.34,45.471519947052,5.6,90.0,14.19580078125,1.5799942016601562,1,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3400000000000007,0.0,2.3400000000000007
14,117,-2.42,45.79846906661987,4.1,90.0,14.195682525634766,1.5801124572753906,1,1483.24609375,8192.0,18.10603141784668,0,0.0,2.419999999999999,0.0,2.419999999999999
14,118,-7.36,46.12655425071716,1.5,89.8,14.164630889892578,1.6111640930175781,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3599999999999994,0.0,2.3599999999999994
14,119,-4.36,46.4690318107605,2.4,89.8,14.164421081542969,1.6113739013671875,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3599999999999994,0.0,2.3599999999999994
14,120,1.64,46.79893398284912,1.4,89.8,14.172943115234375,1.6028518676757812,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.3599999999999994,0.0,2.3599999999999994
14,121,-5.38,47.126442193984985,4.9,89.9,14.178882598876953,1.5969123840332031,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3800000000000012,0.0,2.3800000000000012
15,122,0.62,47.45510935783386,6.9,89.9,14.178077697753906,1.5978507995605469,0,1483.24609375,8192.0,18.10603141784668,2,0.0,2.3800000000000012,0.0,2.3800000000000012
15,123,-2.38,47.78303790092468,1.7,89.9,14.17911148071289,1.5966835021972656,0,1483.24609375,8192.0,18.10603141784668,0,0.0,2.3800000000000012,0.0,2.3800000000000012
15,124,-5.38,48.11417603492737,5.0,89.9,14.1787109375,1.5970840454101562,0,1483.24609375,8192.0,18.10603141784668,3,0.0,2.3800000000000012,0.0,2.3800000000000012
15,125,-2.38,48.44297933578491,4.0,89.9,14.176689147949219,1.5991058349609375,0,1483.24609375,8192.0,18.10603141784668,4,0.0,2.3800000000000012,0.0,2.3800000000000012
15,126,-2.38,48.76908326148987,1.7,89.9,14.178253173828125,1.5975418090820312,0,1483.24609375,8192.0,18.10603141784668,1,0.0,2.3800000000000012,0.0,2.3800000000000012
15,127,6.62,49.09519004821777,1.6,89.9,14.177108764648438,1.5986862182617188,0,1483.24609375,8192.0,18.10603141784668,5,0.0,2.3800000000000012,0.0,2.3800000000000012
15,128,-2.68,49.755239486694336,1.6,91.4,14.419071197509766,1.3567237854003906,1,1491.24609375,8192.0,18.20368766784668,2,0.0,2.6800000000000015,0.0,2.6800000000000015
15,129,-4.68,50.083144664764404,3.3,91.4,14.418876647949219,1.3569183349609375,0,1491.24609375,8192.0,18.20368766784668,5,0.0,2.6800000000000015,0.0,2.6800000000000015
16,130,-6.68,50.4262638092041,2.7,91.4,14.418811798095703,1.3569831848144531,1,1491.24609375,8192.0,18.20368766784668,5,0.0,2.6800000000000015,0.0,2.6800000000000015
16,131,1.32,50.77159023284912,2.5,91.4,14.418869018554688,1.3569259643554688,1,1491.24609375,8192.0,18.20368766784668,4,0.0,2.6800000000000015,0.0,2.6800000000000015
16,132,-2.68,51.10099124908447,5.0,91.4,14.419479370117188,1.3563156127929688,0,1491.24609375,8192.0,18.20368766784668,1,0.0,2.6800000000000015,0.0,2.6800000000000015
16,133,-2.68,51.42962121963501,8.3,91.4,14.41363525390625,1.3621597290039062,1,1491.24609375,8192.0,18.20368766784668,2,0.0,2.6800000000000015,0.0,2.6800000000000015
16,134,0.32,51.775442361831665,9.0,91.4,14.413074493408203,1.3627204895019531,1,1491.24609375,8192.0,18.20368766784668,4,0.0,2.6800000000000015,0.0,2.6800000000000015
16,135,-2.68,52.1046724319458,16.8,91.4,14.41973876953125,1.3560562133789062,0,1491.24609375,8192.0,18.20368766784668,0,0.0,2.6800000000000015,0.0,2.6800000000000015
16,136,-5.68,52.430315256118774,12.9,91.4,14.41860580444336,1.3571891784667969,0,1491.24609375,8192.0,18.20368766784668,3,0.0,2.6800000000000015,0.0,2.6800000000000015
16,137,-7.68,52.77589225769043,21.3,91.4,14.4149169921875,1.3608779907226562,0,1491.24609375,8192.0,18.20368766784668,2,0.0,2.6800000000000015,0.0,2.6800000000000015
17,138,-2.68,53.10517072677612,25.7,91.4,14.419044494628906,1.35675048828125,0,1491.24609375,8192.0,18.20368766784668,1,0.0,2.6800000000000015,0.0,2.6800000000000015
17,139,13.32,53.43008852005005,21.8,91.4,14.417381286621094,1.3584136962890625,1,1491.24609375,8192.0,18.20368766784668,4,0.0,2.6800000000000015,0.0,2.6800000000000015
17,140,-2.68,53.77383518218994,26.3,91.1,14.37710189819336,1.3986930847167969,1,1491.24609375,8192.0,18.20368766784668,0,0.0,2.6800000000000015,0.0,2.6800000000000015
17,141,-2.62,54.100085973739624,3.9,91.1,14.377269744873047,1.3985252380371094,0,1491.24609375,8192.0,18.20368766784668,0,0.0,2.619999999999999,0.0,2.619999999999999
17,142,-7.62,54.4299681186676,15.5,91.1,14.37887954711914,1.3969154357910156,1,1491.24609375,8192.0,18.20368766784668,4,0.0,2.619999999999999,0.0,2.619999999999999
17,143,-2.62,54.75937485694885,16.4,91.1,14.379047393798828,1.3967475891113281,1,1491.24609375,8192.0,18.20368766784668,0,0.0,2.619999999999999,0.0,2.619999999999999
17,144,-2.62,55.08597683906555,4.5,91.1,14.379119873046875,1.3966751098632812,0,1491.24609375,8192.0,18.20368766784668,2,0.0,2.619999999999999,0.0,2.619999999999999
17,145,-2.62,55.41300630569458,9.6,91.2,14.380043029785156,1.395751953125,1,1491.24609375,8192.0,18.20368766784668,1,0.0,2.619999999999999,0.0,2.619999999999999
17,146,1.36,55.74389982223511,5.2,91.2,14.38003921508789,1.3957557678222656,1,1491.24609375,8192.0,18.20368766784668,5,0.0,2.6400000000000006,0.0,2.6400000000000006
18,147,3.36,56.07251024246216,7.1,91.2,14.37997817993164,1.3958168029785156,0,1491.24609375,8192.0,18.20368766784668,3,0.0,2.6400000000000006,0.0,2.6400000000000006
18,148,-2.62,56.41396951675415,6.0,91.1,14.379566192626953,1.3962287902832031,0,1491.24609375,8192.0,18.20368766784668,4,0.0,2.619999999999999,0.0,2.619999999999999
18,149,-2.62,56.74325919151306,10.9,91.1,14.378437042236328,1.3973579406738281,0,1491.24609375,8192.0,18.20368766784668,1,0.0,2.619999999999999,0.0,2.619999999999999
18,150,-2.64,57.07216119766235,26.1,91.2,14.388263702392578,1.3875312805175781,0,1491.24609375,8192.0,18.20368766784668,1,0.0,2.6400000000000006,0.0,2.6400000000000006
