episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_cpu_penalty,penalty_total_penalty,penalty_ram_penalty,penalty_gpu_penalty
4,34,1.52,21.341328859329224,24.6,85.5,13.484333038330078,2.291461944580078,0,1382.421875,8192.0,16.875267028808594,1,0.0,1.4800000000000013,1.4800000000000013,0.0
4,35,3.52,21.666404008865356,4.5,85.4,13.477928161621094,2.2978668212890625,0,1383.359375,8192.0,16.88671112060547,1,0.0,1.4800000000000013,1.4800000000000013,0.0
4,36,2.52,21.994591236114502,20.6,85.4,13.471954345703125,2.3038406372070312,0,1383.359375,8192.0,16.88671112060547,5,0.0,1.4800000000000013,1.4800000000000013,0.0
4,37,-1.42,22.322786808013916,12.2,85.1,13.420257568359375,2.3555374145507812,7,1383.359375,8192.0,16.88671112060547,0,0.0,1.419999999999999,1.419999999999999,0.0
4,38,-1.42,22.65162682533264,25.8,85.1,13.421016693115234,2.354778289794922,7,1383.359375,8192.0,16.88671112060547,1,0.0,1.419999999999999,1.419999999999999,0.0
4,39,-4.42,22.985907316207886,7.2,85.1,13.420867919921875,2.3549270629882812,1,1383.359375,8192.0,16.88671112060547,3,0.0,1.419999999999999,1.419999999999999,0.0
4,40,-1.42,23.310038089752197,3.4,85.1,13.420013427734375,2.3557815551757812,2,1383.359375,8192.0,16.88671112060547,1,0.0,1.419999999999999,1.419999999999999,0.0
4,41,-6.4,23.642281770706177,8.8,85.0,13.414154052734375,2.3616409301757812,2,1383.359375,8192.0,16.88671112060547,2,0.0,1.4000000000000001,1.4000000000000001,0.0
5,42,-6.4,23.971132516860962,3.2,85.0,13.41385269165039,2.3619422912597656,1,1379.046875,8192.0,16.834068298339844,1,0.0,1.4000000000000001,1.4000000000000001,0.0
5,43,-1.4,24.297430276870728,4.1,85.0,13.410041809082031,2.365753173828125,1,1375.046875,8192.0,16.785240173339844,0,0.0,1.4000000000000001,1.4000000000000001,0.0
5,44,-6.4,24.629023551940918,5.6,85.0,13.40401840209961,2.371776580810547,1,1375.046875,8192.0,16.785240173339844,4,0.0,1.4000000000000001,1.4000000000000001,0.0
5,45,5.6,24.952738761901855,3.1,84.9,13.390464782714844,2.3853302001953125,1,1375.046875,8192.0,16.785240173339844,2,0.0,1.4000000000000001,1.4000000000000001,0.0
5,46,1.62,25.279747486114502,2.5,84.9,13.389453887939453,2.386341094970703,1,1375.046875,8192.0,16.785240173339844,5,0.0,1.3800000000000012,1.3800000000000012,0.0
5,47,1.62,25.610076189041138,0.9,84.9,13.395687103271484,2.380107879638672,1,1375.046875,8192.0,16.785240173339844,3,0.0,1.3800000000000012,1.3800000000000012,0.0
6,48,-4.38,25.952056646347046,5.3,84.9,13.394790649414062,2.3810043334960938,1,1375.046875,8192.0,16.785240173339844,2,0.0,1.3800000000000012,1.3800000000000012,0.0
6,49,1.62,26.278823375701904,6.7,84.9,13.390693664550781,2.385101318359375,1,1375.046875,8192.0,16.785240173339844,4,0.0,1.3800000000000012,1.3800000000000012,0.0
6,50,-1.36,26.612624883651733,0.9,84.8,13.378662109375,2.3971328735351562,1,1371.859375,8192.0,16.74633026123047,0,0.0,1.3599999999999994,1.3599999999999994,0.0
6,51,1.64,26.937269687652588,1.6,84.8,13.382251739501953,2.393543243408203,0,1371.859375,8192.0,16.74633026123047,3,0.0,1.3599999999999994,1.3599999999999994,0.0
6,52,0.64,27.269047260284424,5.2,84.8,13.38222885131836,2.393566131591797,0,1371.859375,8192.0,16.74633026123047,5,0.0,1.3599999999999994,1.3599999999999994,0.0
6,53,0.64,27.601580142974854,3.2,84.8,13.382793426513672,2.3930015563964844,0,1371.859375,8192.0,16.74633026123047,3,0.0,1.3599999999999994,1.3599999999999994,0.0
7,54,-1.36,27.93192458152771,2.1,84.8,13.383750915527344,2.3919334411621094,0,1371.859375,8192.0,16.74633026123047,3,0.0,1.3599999999999994,1.3599999999999994,0.0
7,55,-1.38,28.27557635307312,9.4,84.9,13.388534545898438,2.3872604370117188,1,1382.734375,8192.0,16.87908172607422,0,0.0,1.3800000000000012,1.3800000000000012,0.0
7,56,-1.38,28.612926959991455,7.3,84.9,13.390724182128906,2.38507080078125,1,1382.734375,8192.0,16.87908172607422,1,0.0,1.3800000000000012,1.3800000000000012,0.0
7,57,-1.38,28.939913511276245,3.7,84.9,13.391895294189453,2.383899688720703,0,1382.734375,8192.0,16.87908172607422,1,0.0,1.3800000000000012,1.3800000000000012,0.0
7,58,-1.38,29.263872385025024,4.8,84.9,13.39181900024414,2.3839759826660156,0,1384.171875,8192.0,16.896629333496094,4,0.0,1.3800000000000012,1.3800000000000012,0.0
7,59,-1.38,29.609702348709106,8.4,84.9,13.393451690673828,2.382343292236328,1,1384.171875,8192.0,16.896629333496094,0,0.0,1.3800000000000012,1.3800000000000012,0.0
7,60,-4.38,29.939655542373657,14.9,84.9,13.394298553466797,2.3814964294433594,1,1385.484375,8192.0,16.91265106201172,3,0.0,1.3800000000000012,1.3800000000000012,0.0
7,61,-1.4,30.27089500427246,4.5,85.0,13.406368255615234,2.369426727294922,5,1386.734375,8192.0,16.92790985107422,1,0.0,1.4000000000000001,1.4000000000000001,0.0
7,62,1.58,30.59992551803589,4.7,85.1,13.42578125,2.3500137329101562,5,1386.734375,8192.0,16.92790985107422,1,0.0,1.419999999999999,1.419999999999999,0.0
7,63,-1.44,30.92898988723755,14.5,85.1,13.427852630615234,2.347942352294922,7,1386.57421875,8192.0,16.925954818725586,0,0.0,1.4400000000000006,1.4400000000000006,0.0
7,64,-1.44,31.256858825683594,8.3,85.2,13.43582534790039,2.3399696350097656,7,1405.32421875,8192.0,17.154836654663086,2,0.0,1.4400000000000006,1.4400000000000006,0.0
8,65,-1.42,31.5855815410614,5.3,85.1,13.432929992675781,2.342864990234375,9,1405.32421875,8192.0,17.154836654663086,0,0.0,1.419999999999999,1.419999999999999,0.0
8,66,-1.44,31.9125714302063,5.9,85.1,13.43115234375,2.3446426391601562,3,1473.69921875,8192.0,17.989492416381836,1,0.0,1.4400000000000006,1.4400000000000006,0.0
8,67,5.58,32.238938331604004,2.2,85.1,13.429508209228516,2.3462867736816406,3,1473.13671875,8192.0,17.98262596130371,4,0.0,1.419999999999999,1.419999999999999,0.0
8,68,-1.42,32.58110952377319,4.8,85.1,13.432384490966797,2.3434104919433594,5,1470.51171875,8192.0,17.95058250427246,0,0.0,1.419999999999999,1.419999999999999,0.0
8,69,3.56,32.90982985496521,5.2,85.2,13.434219360351562,2.3415756225585938,3,1482.69921875,8192.0,18.099355697631836,1,0.0,1.4400000000000006,1.4400000000000006,0.0
8,70,-3.44,33.2550482749939,5.7,85.2,13.434028625488281,2.341766357421875,3,1480.07421875,8192.0,18.067312240600586,4,0.0,1.4400000000000006,1.4400000000000006,0.0
8,71,-5.44,33.58497095108032,8.4,85.2,13.435661315917969,2.3401336669921875,1,1454.421875,8192.0,17.754173278808594,4,0.0,1.4400000000000006,1.4400000000000006,0.0
8,72,1.56,33.91083908081055,11.9,85.2,13.435417175292969,2.3403778076171875,10,1450.921875,8192.0,17.711448669433594,3,0.0,1.4400000000000006,1.4400000000000006,0.0
9,73,-3.44,34.24125838279724,4.5,85.2,13.43606948852539,2.3397254943847656,10,1372.484375,8192.0,16.75395965576172,4,0.0,1.4400000000000006,1.4400000000000006,0.0
9,74,-2.44,34.57405734062195,8.1,85.2,13.441280364990234,2.334514617919922,3,1372.484375,8192.0,16.75395965576172,3,0.0,1.4400000000000006,1.4400000000000006,0.0
9,75,-1.44,34.89954590797424,9.7,85.2,13.446319580078125,2.3294754028320312,0,1372.484375,8192.0,16.75395965576172,1,0.0,1.4400000000000006,1.4400000000000006,0.0
9,76,-6.44,35.229432344436646,3.2,85.2,13.439579010009766,2.3362159729003906,0,1367.109375,8192.0,16.68834686279297,2,0.0,1.4400000000000006,1.4400000000000006,0.0
9,77,1.56,35.577069997787476,2.0,85.2,13.439117431640625,2.3366775512695312,4,1364.984375,8192.0,16.66240692138672,5,0.0,1.4400000000000006,1.4400000000000006,0.0
10,78,-9.44,35.9197952747345,5.3,85.2,13.435714721679688,2.3400802612304688,1,1355.234375,8192.0,16.54338836669922,3,0.0,1.4400000000000006,1.4400000000000006,0.0
10,79,-1.44,36.24786925315857,6.0,85.2,13.434425354003906,2.34136962890625,1,1355.234375,8192.0,16.54338836669922,1,0.0,1.4400000000000006,1.4400000000000006,0.0
10,80,-1.44,36.57329177856445,16.8,85.2,13.436237335205078,2.339557647705078,1,1353.609375,8192.0,16.52355194091797,1,0.0,1.4400000000000006,1.4400000000000006,0.0
10,81,-3.44,36.90103602409363,9.3,85.2,13.437000274658203,2.338794708251953,11,1342.796875,8192.0,16.391563415527344,4,0.0,1.4400000000000006,1.4400000000000006,0.0
10,82,-4.44,37.24746131896973,2.4,85.2,13.435527801513672,2.3402671813964844,11,1342.859375,8192.0,16.39232635498047,3,0.0,1.4400000000000006,1.4400000000000006,0.0
10,83,1.56,37.59495759010315,19.6,85.2,13.439754486083984,2.336040496826172,0,1342.859375,8192.0,16.39232635498047,4,0.0,1.4400000000000006,1.4400000000000006,0.0
10,84,-1.42,37.935463666915894,2.0,85.0,13.410026550292969,2.3657684326171875,0,1342.859375,8192.0,16.39232635498047,0,0.0,1.419999999999999,1.419999999999999,0.0
10,85,3.6,38.2982439994812,14.0,85.0,13.4111328125,2.3646621704101562,0,1342.859375,8192.0,16.39232635498047,1,0.0,1.4000000000000001,1.4000000000000001,0.0
11,86,-3.4,38.626121282577515,8.4,85.1,13.42138671875,2.3544082641601562,0,1342.859375,8192.0,16.39232635498047,1,0.0,1.4000000000000001,1.4000000000000001,0.0
11,87,-3.42,38.95403695106506,18.0,85.1,13.426475524902344,2.3493194580078125,2,1409.609375,8192.0,17.20714569091797,5,0.0,1.419999999999999,1.419999999999999,0.0
11,88,-5.42,39.282381534576416,4.9,85.1,13.431110382080078,2.344684600830078,2,1413.328125,8192.0,17.252540588378906,5,0.0,1.419999999999999,1.419999999999999,0.0
11,89,-1.42,39.6118688583374,5.0,85.2,13.437480926513672,2.3383140563964844,2,1413.328125,8192.0,17.252540588378906,0,0.0,1.419999999999999,1.419999999999999,0.0
11,90,-1.44,39.93808722496033,10.9,85.2,13.434803009033203,2.340991973876953,0,1413.328125,8192.0,17.252540588378906,0,0.0,1.4400000000000006,1.4400000000000006,0.0
11,91,-5.44,40.26790642738342,5.0,85.2,13.435138702392578,2.340656280517578,0,1406.015625,8192.0,17.16327667236328,5,0.0,1.4400000000000006,1.4400000000000006,0.0
11,92,-9.44,40.59940767288208,9.7,85.2,13.438915252685547,2.3368797302246094,0,1425.203125,8192.0,17.397499084472656,5,0.0,1.4400000000000006,1.4400000000000006,0.0
12,93,-3.44,40.94577193260193,5.9,85.2,13.43890380859375,2.3368911743164062,0,1423.578125,8192.0,17.377662658691406,3,0.0,1.4400000000000006,1.4400000000000006,0.0
12,94,-1.44,41.27359747886658,11.8,85.2,13.441925048828125,2.333881378173828,0,1401.203125,8192.0,17.104530334472656,0,0.0,1.4400000000000006,1.4400000000000006,0.0
12,95,0.56,41.59964656829834,4.9,85.2,13.445049285888672,2.3307456970214844,0,1394.296875,8192.0,17.020225524902344,3,0.0,1.4400000000000006,1.4400000000000006,0.0
12,96,-1.44,41.93022346496582,3.0,85.2,13.44088363647461,2.334911346435547,0,1391.734375,8192.0,16.98894500732422,0,0.0,1.4400000000000006,1.4400000000000006,0.0
12,97,-0.44,42.25993514060974,8.6,85.2,13.443374633789062,2.3324203491210938,0,1388.859375,8192.0,16.95384979248047,4,0.0,1.4400000000000006,1.4400000000000006,0.0
12,98,-3.44,42.58482646942139,4.1,85.2,13.444076538085938,2.3317184448242188,0,1385.984375,8192.0,16.91875457763672,4,0.0,1.4400000000000006,1.4400000000000006,0.0
12,99,-1.46,42.91422939300537,4.1,85.3,13.452983856201172,2.3228111267089844,0,1380.421875,8192.0,16.850852966308594,1,0.0,1.4599999999999995,1.4599999999999995,0.0
13,100,-1.46,43.24530649185181,20.8,85.3,13.451263427734375,2.3245315551757812,0,1371.921875,8192.0,16.747093200683594,0,0.0,1.4599999999999995,1.4599999999999995,0.0
13,101,-5.46,43.57371425628662,6.8,85.3,13.452743530273438,2.3230514526367188,0,1378.921875,8192.0,16.832542419433594,5,0.0,1.4599999999999995,1.4599999999999995,0.0
13,102,2.54,43.90547013282776,1.2,85.3,13.453208923339844,2.3225860595703125,0,1378.359375,8192.0,16.82567596435547,1,0.0,1.4599999999999995,1.4599999999999995,0.0
13,103,-1.46,44.23448920249939,2.3,85.3,13.45159912109375,2.3241958618164062,0,1364.046875,8192.0,16.650962829589844,4,0.0,1.4599999999999995,1.4599999999999995,0.0
13,104,-1.46,44.56528568267822,2.4,85.3,13.450672149658203,2.325122833251953,0,1352.421875,8192.0,16.509056091308594,0,0.0,1.4599999999999995,1.4599999999999995,0.0
13,105,-1.46,44.908360958099365,4.5,85.2,13.446311950683594,2.3294830322265625,1,1344.796875,8192.0,16.415977478027344,0,0.0,1.4599999999999995,1.4599999999999995,0.0
13,106,3.56,45.238157510757446,5.5,85.2,13.4449462890625,2.3308486938476562,1,1345.234375,8192.0,16.42131805419922,1,0.0,1.4400000000000006,1.4400000000000006,0.0
13,107,-1.44,45.56499147415161,2.5,85.2,13.4462890625,2.3293228149414062,0,1345.234375,8192.0,16.42131805419922,0,0.0,1.4400000000000006,1.4400000000000006,0.0
13,108,-0.46,45.89324164390564,1.1,85.3,13.455863952636719,2.3199310302734375,0,1377.296875,8192.0,16.812705993652344,3,0.0,1.4599999999999995,1.4599999999999995,0.0
14,109,-1.46,46.22066950798035,1.7,85.3,13.45382308959961,2.321971893310547,0,1377.296875,8192.0,16.812705993652344,0,0.0,1.4599999999999995,1.4599999999999995,0.0
14,110,-1.46,46.563451290130615,2.4,85.3,13.460647583007812,2.3151512145996094,0,1377.296875,8192.0,16.812705993652344,2,0.0,1.4599999999999995,1.4599999999999995,0.0
14,111,1.54,46.91443395614624,8.2,85.3,13.459396362304688,2.3163986206054688,0,1377.296875,8192.0,16.812705993652344,3,0.0,1.4599999999999995,1.4599999999999995,0.0
14,112,-1.48,47.245086431503296,8.6,85.4,13.466754913330078,2.309040069580078,0,1369.109375,8192.0,16.71276092529297,0,0.0,1.4800000000000013,1.4800000000000013,0.0
14,113,-1.46,47.574941873550415,14.6,85.3,13.462574005126953,2.313220977783203,0,1361.234375,8192.0,16.61663055419922,2,0.0,1.4599999999999995,1.4599999999999995,0.0
14,114,-4.46,47.89968299865723,9.0,85.3,13.46026611328125,2.3155288696289062,0,1361.234375,8192.0,16.61663055419922,3,0.0,1.4599999999999995,1.4599999999999995,0.0
14,115,-4.48,48.22876572608948,6.2,85.4,13.472732543945312,2.3030624389648438,0,1356.234375,8192.0,16.55559539794922,3,0.0,1.4800000000000013,1.4800000000000013,0.0
14,116,-1.48,48.5571084022522,13.9,85.4,13.471954345703125,2.3038406372070312,0,1339.609375,8192.0,16.35265350341797,2,0.0,1.4800000000000013,1.4800000000000013,0.0
14,117,-1.48,48.88911056518555,2.3,85.4,13.467041015625,2.3087539672851562,1,1329.421875,8192.0,16.228294372558594,2,0.0,1.4800000000000013,1.4800000000000013,0.0
15,118,-4.48,49.221041440963745,4.9,85.4,13.465389251708984,2.310405731201172,1,1329.421875,8192.0,16.228294372558594,1,0.0,1.4800000000000013,1.4800000000000013,0.0
15,119,-3.48,49.564427852630615,4.2,85.4,13.466094970703125,2.3097000122070312,0,1329.421875,8192.0,16.228294372558594,4,0.0,1.4800000000000013,1.4800000000000013,0.0
15,120,-1.48,49.89553427696228,2.6,85.3,13.464527130126953,2.311267852783203,1,1331.046875,8192.0,16.248130798339844,1,0.0,1.4800000000000013,1.4800000000000013,0.0
15,121,-1.48,50.226033210754395,16.5,85.4,13.465003967285156,2.310791015625,1,1332.671875,8192.0,16.267967224121094,2,0.0,1.4800000000000013,1.4800000000000013,0.0
15,122,-5.48,50.557042598724365,10.6,85.4,13.46499252319336,2.310802459716797,0,1332.671875,8192.0,16.267967224121094,4,0.0,1.4800000000000013,1.4800000000000013,0.0
15,123,-1.48,50.88744759559631,14.8,85.4,13.464962005615234,2.310832977294922,0,1332.671875,8192.0,16.267967224121094,0,0.0,1.4800000000000013,1.4800000000000013,0.0
15,124,5.52,51.21356272697449,10.3,85.4,13.464893341064453,2.310901641845703,0,1332.671875,8192.0,16.267967224121094,3,0.0,1.4800000000000013,1.4800000000000013,0.0
15,125,-1.48,51.542038917541504,10.5,85.4,13.464832305908203,2.310962677001953,0,1332.109375,8192.0,16.26110076904297,1,0.0,1.4800000000000013,1.4800000000000013,0.0
15,126,3.52,51.874959230422974,8.3,85.4,13.464912414550781,2.310882568359375,1,1364.609375,8192.0,16.65782928466797,1,0.0,1.4800000000000013,1.4800000000000013,0.0
16,127,-1.48,52.21106457710266,7.1,85.4,13.46475601196289,2.3110389709472656,1,1364.609375,8192.0,16.65782928466797,0,0.0,1.4800000000000013,1.4800000000000013,0.0
16,128,-4.68,53.075706481933594,9.0,86.4,13.632034301757812,2.1437606811523438,7,1389.984375,8192.0,16.96758270263672,3,0.0,1.6800000000000013,1.6800000000000013,0.0
16,129,-1.66,53.406028747558594,8.4,86.3,13.618473052978516,2.1573219299316406,2,1389.984375,8192.0,16.96758270263672,4,0.0,1.6599999999999995,1.6599999999999995,0.0
16,130,1.36,53.7433602809906,3.2,86.2,13.602169036865234,2.173625946044922,2,1389.984375,8192.0,16.96758270263672,1,0.0,1.6400000000000006,1.6400000000000006,0.0
16,131,-1.64,54.06761693954468,0.8,86.2,13.602787017822266,2.1730079650878906,1,1389.609375,8192.0,16.96300506591797,2,0.0,1.6400000000000006,1.6400000000000006,0.0
16,132,-4.72,54.39576959609985,2.7,86.7,13.683460235595703,2.092334747314453,3,1389.609375,8192.0,16.96300506591797,3,0.0,1.7199999999999989,1.7199999999999989,0.0
16,133,-1.74,54.72299337387085,5.6,86.7,13.684547424316406,2.09124755859375,3,1389.609375,8192.0,16.96300506591797,2,0.0,1.7400000000000007,1.7400000000000007,0.0
16,134,-3.78,55.054035663604736,16.4,86.8,13.69094467163086,2.084850311279297,1,1389.609375,8192.0,16.96300506591797,4,0.0,1.7800000000000011,1.7800000000000011,0.0
16,135,-4.76,55.38195443153381,5.8,86.8,13.69955062866211,2.076160430908203,1,1389.609375,8192.0,16.96300506591797,3,0.0,1.7599999999999996,1.7599999999999996,0.0
17,136,-1.76,55.71199560165405,5.0,86.8,13.686805725097656,2.0889892578125,1,1389.609375,8192.0,16.96300506591797,0,0.0,1.7599999999999996,1.7599999999999996,0.0
17,137,-3.74,56.053932905197144,11.0,86.8,13.692558288574219,2.0832366943359375,0,1389.609375,8192.0,16.96300506591797,5,0.0,1.7400000000000007,1.7400000000000007,0.0
17,138,-1.76,56.38305163383484,1.4,86.8,13.689804077148438,2.0859909057617188,0,1389.609375,8192.0,16.96300506591797,1,0.0,1.7599999999999996,1.7599999999999996,0.0
17,139,-0.76,56.71316385269165,11.9,86.8,13.686595916748047,2.0891990661621094,0,1389.609375,8192.0,16.96300506591797,4,0.0,1.7599999999999996,1.7599999999999996,0.0
17,140,3.26,57.0564022064209,9.5,86.7,13.67160415649414,2.1041908264160156,0,1389.609375,8192.0,16.96300506591797,3,0.0,1.7400000000000007,1.7400000000000007,0.0
17,141,-1.74,57.386559009552,14.3,86.7,13.671287536621094,2.1045074462890625,0,1389.609375,8192.0,16.96300506591797,2,0.0,1.7400000000000007,1.7400000000000007,0.0
17,142,-4.72,57.7147798538208,9.5,86.6,13.66646957397461,2.109325408935547,0,1389.609375,8192.0,16.96300506591797,3,0.0,1.7199999999999989,1.7199999999999989,0.0
18,143,-1.72,58.039003133773804,7.8,86.6,13.666576385498047,2.1092185974121094,0,1389.609375,8192.0,16.96300506591797,5,0.0,1.7199999999999989,1.7199999999999989,0.0
18,144,-1.72,58.3690459728241,5.9,86.6,13.66632080078125,2.1094741821289062,0,1389.609375,8192.0,16.96300506591797,1,0.0,1.7199999999999989,1.7199999999999989,0.0
18,145,-1.72,58.69971442222595,3.3,86.6,13.666149139404297,2.1096458435058594,0,1389.609375,8192.0,16.96300506591797,0,0.0,1.7199999999999989,1.7199999999999989,0.0
18,146,6.28,59.0286123752594,6.5,86.7,13.671150207519531,2.104644775390625,0,1389.609375,8192.0,16.96300506591797,3,0.0,1.7199999999999989,1.7199999999999989,0.0
18,147,-1.66,59.359965324401855,0.6,86.3,13.621147155761719,2.1546478271484375,0,1389.609375,8192.0,16.96300506591797,1,0.0,1.6599999999999995,1.6599999999999995,0.0
18,148,-1.66,59.68832182884216,0.0,86.3,13.620590209960938,2.1550827026367188,0,1389.609375,8192.0,16.96300506591797,2,0.0,1.6599999999999995,1.6599999999999995,0.0
18,149,2.34,60.01389145851135,3.1,86.3,13.618534088134766,2.1572608947753906,0,1389.609375,8192.0,16.96300506591797,4,0.0,1.6599999999999995,1.6599999999999995,0.0
18,150,-4.66,60.34527587890625,0.0,86.3,13.619220733642578,2.156574249267578,1,1389.609375,8192.0,16.96300506591797,3,0.0,1.6599999999999995,1.6599999999999995,0.0
