episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_ram_penalty,penalty_cpu_penalty,penalty_total_penalty,penalty_gpu_penalty
11,86,0.0,34.23392653465271,2.1,75.4,11.899368286132812,3.8764266967773438,0,1209.07421875,8192.0,14.759206771850586,1,0.0,0.0,0.0,0.0
11,87,7.0,34.5617139339447,7.7,75.4,11.900688171386719,3.8751068115234375,0,1208.94921875,8192.0,14.757680892944336,3,0.0,0.0,0.0,0.0
11,88,1.0,34.890652656555176,0.0,75.4,11.895187377929688,3.8806076049804688,0,1208.94921875,8192.0,14.757680892944336,5,0.0,0.0,0.0,0.0
11,89,0.0,35.23323702812195,1.2,75.4,11.89715576171875,3.8786392211914062,0,1208.94921875,8192.0,14.757680892944336,1,0.0,0.0,0.0,0.0
11,90,-4.0,35.560596227645874,10.3,75.4,11.895271301269531,3.880523681640625,0,1208.76171875,8192.0,14.755392074584961,5,0.0,0.0,0.0,0.0
12,91,4.0,35.88897371292114,7.4,75.4,11.89486312866211,3.880931854248047,0,1208.76171875,8192.0,14.755392074584961,4,0.0,0.0,0.0,0.0
12,92,-2.0,36.216224908828735,4.0,75.4,11.894561767578125,3.8812332153320312,0,1208.76171875,8192.0,14.755392074584961,4,0.0,0.0,0.0,0.0
12,93,0.0,36.541327476501465,7.0,75.4,11.899333953857422,3.8764610290527344,0,1203.63671875,8192.0,14.692831039428711,3,0.0,0.0,0.0,0.0
12,94,0.0,36.87241554260254,20.2,75.4,11.899158477783203,3.876636505126953,0,1203.63671875,8192.0,14.692831039428711,1,0.0,0.0,0.0,0.0
12,95,0.0,37.2029390335083,0.0,75.5,11.906116485595703,3.869678497314453,0,1203.63671875,8192.0,14.692831039428711,1,0.0,0.0,0.0,0.0
12,96,3.0,37.531110763549805,0.0,75.5,11.906036376953125,3.8697586059570312,0,1203.63671875,8192.0,14.692831039428711,1,0.0,0.0,0.0,0.0
13,97,-3.0,37.85872530937195,0.0,75.5,11.905693054199219,3.8701019287109375,0,1203.63671875,8192.0,14.692831039428711,3,0.0,0.0,0.0,0.0
13,98,2.0,38.18641233444214,4.7,75.5,11.906356811523438,3.8694381713867188,0,1203.63671875,8192.0,14.692831039428711,5,0.0,0.0,0.0,0.0
13,99,0.0,38.5102653503418,4.9,75.5,11.906421661376953,3.869373321533203,0,1203.63671875,8192.0,14.692831039428711,0,0.0,0.0,0.0,0.0
13,100,-3.0,38.840062618255615,3.1,75.5,11.906848907470703,3.868946075439453,0,1203.63671875,8192.0,14.692831039428711,3,0.0,0.0,0.0,0.0
13,101,0.0,39.166813373565674,2.1,75.5,11.906272888183594,3.8695220947265625,0,1203.63671875,8192.0,14.692831039428711,2,0.0,0.0,0.0,0.0
13,102,-5.0,39.49488353729248,0.9,75.5,11.907569885253906,3.86822509765625,0,1203.63671875,8192.0,14.692831039428711,2,0.0,0.0,0.0,0.0
13,103,0.0,39.83721876144409,0.8,75.5,11.905792236328125,3.8700027465820312,0,1203.63671875,8192.0,14.692831039428711,2,0.0,0.0,0.0,0.0
13,104,-5.0,40.16635775566101,0.7,75.5,11.9051513671875,3.8706436157226562,0,1203.63671875,8192.0,14.692831039428711,3,0.0,0.0,0.0,0.0
14,105,0.0,40.49516320228577,0.0,75.5,11.906513214111328,3.869281768798828,0,1203.63671875,8192.0,14.692831039428711,2,0.0,0.0,0.0,0.0
14,106,-1.0,40.82235503196716,2.0,75.5,11.905441284179688,3.8703536987304688,0,1203.63671875,8192.0,14.692831039428711,5,0.0,0.0,0.0,0.0
14,107,-5.0,41.15316653251648,5.2,75.5,11.90468978881836,3.871105194091797,0,1203.63671875,8192.0,14.692831039428711,1,0.0,0.0,0.0,0.0
14,108,1.0,41.481701135635376,15.3,75.5,11.903877258300781,3.871917724609375,2,1185.00390625,8192.0,14.46537971496582,4,0.0,0.0,0.0,0.0
14,109,2.0,41.81246900558472,6.1,75.5,11.903602600097656,3.8721923828125,2,1185.00390625,8192.0,14.46537971496582,5,0.0,0.0,0.0,0.0
14,110,0.0,42.13919377326965,0.9,75.5,11.904945373535156,3.870849609375,1,1185.00390625,8192.0,14.46537971496582,5,0.0,0.0,0.0,0.0
15,111,0.0,42.46997928619385,0.0,75.5,11.904850006103516,3.8709449768066406,1,1185.00390625,8192.0,14.46537971496582,1,0.0,0.0,0.0,0.0
15,112,0.0,42.796703815460205,18.1,75.5,11.91021728515625,3.8655776977539062,0,1185.00390625,8192.0,14.46537971496582,2,0.0,0.0,0.0,0.0
15,113,2.0,43.12823033332825,2.7,75.5,11.909736633300781,3.866058349609375,0,1185.00390625,8192.0,14.46537971496582,3,0.0,0.0,0.0,0.0
15,114,0.0,43.45858359336853,2.2,75.5,11.909477233886719,3.8663177490234375,0,1183.00390625,8192.0,14.44096565246582,1,0.0,0.0,0.0,0.0
15,115,0.0,43.79792928695679,5.1,75.4,11.901573181152344,3.8742218017578125,0,1183.00390625,8192.0,14.44096565246582,1,0.0,0.0,0.0,0.0
15,116,0.0,44.14103293418884,1.5,75.5,11.90313720703125,3.8726577758789062,0,1178.94140625,8192.0,14.391374588012695,0,0.0,0.0,0.0,0.0
15,117,6.0,44.468706369400024,0.6,75.4,11.902244567871094,3.8735504150390625,0,1178.25390625,8192.0,14.38298225402832,4,0.0,0.0,0.0,0.0
16,118,0.0,44.793997287750244,3.4,75.4,11.902076721191406,3.87371826171875,0,1174.25390625,8192.0,14.33415412902832,0,0.0,0.0,0.0,0.0
16,119,2.0,45.12103533744812,4.9,75.4,11.90203857421875,3.8737564086914062,0,1174.25390625,8192.0,14.33415412902832,4,0.0,0.0,0.0,0.0
16,120,0.0,45.44858431816101,5.1,75.4,11.899223327636719,3.8765716552734375,0,1176.25390625,8192.0,14.35856819152832,1,0.0,0.0,0.0,0.0
16,121,-6.0,45.77700352668762,3.4,75.4,11.899024963378906,3.87677001953125,0,1176.25390625,8192.0,14.35856819152832,5,0.0,0.0,0.0,0.0
16,122,6.0,46.10793662071228,4.6,75.4,11.89791488647461,3.877880096435547,0,1176.25390625,8192.0,14.35856819152832,4,0.0,0.0,0.0,0.0
16,123,-4.0,46.43963170051575,2.7,75.4,11.896682739257812,3.8791122436523438,0,1176.25390625,8192.0,14.35856819152832,4,0.0,0.0,0.0,0.0
16,124,-4.0,46.77057766914368,6.5,75.4,11.899864196777344,3.8759231567382812,0,1173.81640625,8192.0,14.328813552856445,4,0.0,0.0,0.0,0.0
17,125,0.0,47.100563526153564,4.3,75.4,11.900043487548828,3.875751495361328,1,1173.81640625,8192.0,14.328813552856445,2,0.0,0.0,0.0,0.0
17,126,0.0,47.429707765579224,18.1,75.4,11.900005340576172,3.8757896423339844,1,1187.00390625,8192.0,14.48979377746582,2,0.0,0.0,0.0,0.0
17,127,0.0,47.75982737541199,4.8,75.4,11.90194320678711,3.873851776123047,1,1187.00390625,8192.0,14.48979377746582,4,0.0,0.0,0.0,0.0
17,128,0.0,48.26008415222168,6.4,76.6,12.091312408447266,3.6844825744628906,0,1195.00390625,8192.0,14.58745002746582,1,0.0,0.0,0.0,0.0
17,129,0.0,48.587785482406616,5.4,76.7,12.092632293701172,3.6831626892089844,3,1219.01171875,8192.0,14.880514144897461,2,0.0,0.0,0.0,0.0
17,130,0.0,48.91669774055481,9.2,76.6,12.090354919433594,3.6854400634765625,3,1219.57421875,8192.0,14.887380599975586,0,0.0,0.0,0.0,0.0
17,131,0.0,49.248892307281494,2.1,76.7,12.0941162109375,3.6816787719726562,0,1219.57421875,8192.0,14.887380599975586,2,0.0,0.0,0.0,0.0
17,132,-3.0,49.57802081108093,2.7,76.7,12.09476089477539,3.6810340881347656,0,1219.57421875,8192.0,14.887380599975586,3,0.0,0.0,0.0,0.0
17,133,0.0,49.90623354911804,4.2,76.6,12.09091567993164,3.6848793029785156,0,1219.57421875,8192.0,14.887380599975586,2,0.0,0.0,0.0,0.0
18,134,0.0,50.2502977848053,1.6,76.6,12.089118957519531,3.686676025390625,0,1219.57421875,8192.0,14.887380599975586,1,0.0,0.0,0.0,0.0
18,135,-3.0,50.57661557197571,0.0,76.6,12.08914566040039,3.6866493225097656,0,1219.57421875,8192.0,14.887380599975586,3,0.0,0.0,0.0,0.0
18,136,-3.0,50.90436053276062,6.4,76.7,12.100322723388672,3.675426483154297,0,1217.06640625,8192.0,14.856767654418945,3,0.0,0.0,0.0,0.0
18,137,-3.0,51.23720574378967,0.0,76.6,12.091018676757812,3.6847763061523438,0,1217.06640625,8192.0,14.856767654418945,3,0.0,0.0,0.0,0.0
18,138,0.0,51.56353497505188,7.6,76.6,12.091018676757812,3.6847763061523438,1,1214.75390625,8192.0,14.82853889465332,0,0.0,0.0,0.0,0.0
18,139,0.0,51.890981674194336,4.4,76.6,12.089550018310547,3.6862449645996094,1,1214.75390625,8192.0,14.82853889465332,2,0.0,0.0,0.0,0.0
18,140,0.0,52.2187864780426,0.0,76.6,12.089984893798828,3.685810089111328,0,1214.75390625,8192.0,14.82853889465332,4,0.0,0.0,0.0,0.0
18,141,0.0,52.544222831726074,1.6,76.6,12.090377807617188,3.6854171752929688,0,1214.75390625,8192.0,14.82853889465332,2,0.0,0.0,0.0,0.0
19,142,0.0,52.872472524642944,6.0,76.6,12.089458465576172,3.6863365173339844,0,1214.69140625,8192.0,14.827775955200195,5,0.0,0.0,0.0,0.0
19,143,0.0,53.202279806137085,0.0,76.6,12.089420318603516,3.6863746643066406,1,1214.69140625,8192.0,14.827775955200195,2,0.0,0.0,0.0,0.0
19,144,2.0,53.52946162223816,10.1,76.6,12.090259552001953,3.685535430908203,0,1213.69140625,8192.0,14.815568923950195,4,0.0,0.0,0.0,0.0
19,145,-5.0,53.85257840156555,7.9,76.6,12.090202331542969,3.6855926513671875,0,1202.37890625,8192.0,14.67747688293457,2,0.0,0.0,0.0,0.0
19,146,0.0,54.19553899765015,6.5,76.6,12.088966369628906,3.68682861328125,0,1196.94140625,8192.0,14.611101150512695,0,0.0,0.0,0.0,0.0
19,147,0.0,54.5393328666687,0.6,76.6,12.089191436767578,3.686603546142578,0,1196.94140625,8192.0,14.611101150512695,4,0.0,0.0,0.0,0.0
19,148,-4.0,54.86554193496704,2.4,76.6,12.088920593261719,3.6868743896484375,0,1192.94140625,8192.0,14.562273025512695,5,0.0,0.0,0.0,0.0
19,149,-4.0,55.19584679603577,0.7,76.6,12.08846664428711,3.687328338623047,0,1192.94140625,8192.0,14.562273025512695,5,0.0,0.0,0.0,0.0
20,150,5.0,55.52302074432373,0.9,76.6,12.088424682617188,3.6873703002929688,0,1188.94140625,8192.0,14.513444900512695,1,0.0,0.0,0.0,0.0
20,151,4.0,55.846925020217896,0.0,76.6,12.08834457397461,3.687450408935547,0,1188.94140625,8192.0,14.513444900512695,5,0.0,0.0,0.0,0.0
20,152,0.0,56.17659616470337,0.8,76.6,12.088191986083984,3.687602996826172,0,1188.94140625,8192.0,14.513444900512695,1,0.0,0.0,0.0,0.0
20,153,0.0,56.51720428466797,0.0,76.6,12.087493896484375,3.6883010864257812,0,1188.94140625,8192.0,14.513444900512695,1,0.0,0.0,0.0,0.0
20,154,0.0,56.84644889831543,0.5,76.6,12.08734130859375,3.6884536743164062,0,1188.94140625,8192.0,14.513444900512695,0,0.0,0.0,0.0,0.0
20,155,3.0,57.175079584121704,0.0,76.6,12.087303161621094,3.6884918212890625,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
21,156,0.0,57.505913496017456,0.0,76.6,12.087291717529297,3.6885032653808594,0,1188.94140625,8192.0,14.513444900512695,4,0.0,0.0,0.0,0.0
21,157,-3.0,57.833967447280884,0.0,76.6,12.087203979492188,3.6885910034179688,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
21,158,0.0,58.16072058677673,0.7,76.6,12.087635040283203,3.688159942626953,0,1188.94140625,8192.0,14.513444900512695,1,0.0,0.0,0.0,0.0
21,159,0.0,58.488704204559326,0.0,76.6,12.08761215209961,3.688182830810547,0,1188.94140625,8192.0,14.513444900512695,1,0.0,0.0,0.0,0.0
21,160,-2.0,58.81720590591431,0.0,76.6,12.08761215209961,3.688182830810547,0,1188.94140625,8192.0,14.513444900512695,4,0.0,0.0,0.0,0.0
22,161,0.0,59.14504790306091,5.8,76.6,12.087711334228516,3.6880836486816406,0,1188.94140625,8192.0,14.513444900512695,0,0.0,0.0,0.0,0.0
22,162,7.0,59.47429418563843,0.0,76.6,12.08786392211914,3.6879310607910156,0,1188.94140625,8192.0,14.513444900512695,4,0.0,0.0,0.0,0.0
22,163,-2.0,59.81926703453064,0.5,76.6,12.08786392211914,3.6879310607910156,0,1188.94140625,8192.0,14.513444900512695,5,0.0,0.0,0.0,0.0
22,164,2.0,60.14924669265747,0.9,76.6,12.087821960449219,3.6879730224609375,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
22,165,0.0,60.478652477264404,2.8,76.6,12.087364196777344,3.6884307861328125,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
22,166,-8.0,60.80676555633545,2.0,76.6,12.090213775634766,3.6855812072753906,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
22,167,-3.0,61.13297748565674,0.9,76.6,12.090206146240234,3.685588836669922,0,1188.94140625,8192.0,14.513444900512695,3,0.0,0.0,0.0,0.0
23,168,-2.0,61.46197271347046,1.5,76.6,12.088706970214844,3.6870880126953125,0,1188.94140625,8192.0,14.513444900512695,4,0.0,0.0,0.0,0.0
