episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,content_iteration,content_meta_loss,action
0,39,-9706.638671875,2293.7603344917297,0.0,52.4,8.265144348144531,7.510650634765625,0,1080.125,8192.0,13.18511962890625,40,9706.638671875,-1
0,40,-13050.2080078125,2350.8342027664185,0.0,52.4,8.266990661621094,7.5088043212890625,0,1076.125,8192.0,13.13629150390625,41,13050.2080078125,-1
0,41,-22469.427734375,2408.5145530700684,0.0,51.7,8.150325775146484,7.625469207763672,0,1076.125,8192.0,13.13629150390625,42,22469.427734375,-1
0,42,-2297.478759765625,2465.61572098732,5.9,51.7,8.153629302978516,7.622165679931641,0,1076.125,8192.0,13.13629150390625,43,2297.478759765625,-1
0,43,-1659.8355712890625,2523.197472333908,0.0,51.8,8.17764663696289,7.598148345947266,0,1076.125,8192.0,13.13629150390625,44,1659.8355712890625,-1
0,44,-6115.44091796875,2580.2793459892273,0.0,51.5,8.119037628173828,7.656757354736328,2,1082.0,8192.0,13.2080078125,45,6115.44091796875,-1
0,45,-3075.413330078125,2637.3392672538757,0.0,51.6,8.138500213623047,7.637294769287109,3,1075.25,8192.0,13.1256103515625,46,3075.413330078125,-1
0,46,-13.570719718933105,2694.4546613693237,0.0,51.6,8.144779205322266,7.631015777587891,0,1075.25,8192.0,13.1256103515625,47,13.570719718933105,-1
0,47,-11528.71875,2751.7207565307617,2.1,51.6,8.144378662109375,7.631416320800781,0,1075.25,8192.0,13.1256103515625,48,11528.71875,-1
0,48,-7653.70703125,2809.1485681533813,27.5,49.3,7.782810211181641,7.992984771728516,0,1075.25,8192.0,13.1256103515625,49,7653.70703125,-1
0,49,-1616.7742919921875,2866.735469341278,1.0,49.4,7.7986297607421875,7.977165222167969,0,1075.25,8192.0,13.1256103515625,50,1616.7742919921875,-1
0,50,-2487.55810546875,2923.7775502204895,0.0,49.5,7.80609130859375,7.969703674316406,0,1079.9375,8192.0,13.182830810546875,51,2487.55810546875,-1
0,51,-860.82421875,2981.021956205368,25.0,49.5,7.807472229003906,7.96832275390625,3,1075.25,8192.0,13.1256103515625,52,860.82421875,-1
0,52,-11711.107421875,3038.2783319950104,0.0,50.0,7.889717102050781,7.886077880859375,0,1075.25,8192.0,13.1256103515625,53,11711.107421875,-1
0,53,-25511.564453125,3095.314673423767,0.0,49.9,7.87646484375,7.899394989013672,0,1079.75,8192.0,13.1805419921875,54,25511.564453125,-1
0,54,-22307.197265625,3152.620218038559,0.5,49.9,7.877902984619141,7.897891998291016,0,1075.25,8192.0,13.1256103515625,55,22307.197265625,-1
0,55,-18297.53125,3209.9263446331024,1.8,50.0,7.881374359130859,7.894420623779297,0,1075.25,8192.0,13.1256103515625,56,18297.53125,-1
0,56,-1199.3363037109375,3267.150842189789,0.0,50.0,7.887653350830078,7.888141632080078,0,1075.25,8192.0,13.1256103515625,57,1199.3363037109375,-1
0,57,-14611.7373046875,3324.483143568039,1.0,50.3,7.935314178466797,7.840480804443359,0,1075.4765625,8192.0,13.128376007080078,58,14611.7373046875,-1
0,58,-3976.8193359375,3381.61545753479,0.0,50.1,7.8978729248046875,7.877922058105469,3,1075.4765625,8192.0,13.128376007080078,59,3976.8193359375,-1
0,59,-17021.42578125,3438.6504940986633,1.0,49.4,7.798713684082031,7.977081298828125,2,1075.4765625,8192.0,13.128376007080078,60,17021.42578125,-1
0,60,-24.060283660888672,3496.3112409114838,4.5,49.2,7.758266448974609,8.017528533935547,0,1075.4765625,8192.0,13.128376007080078,61,24.060283660888672,-1
0,61,-936.2161254882812,3553.4415624141693,0.8,49.3,7.773323059082031,8.002471923828125,0,1075.4765625,8192.0,13.128376007080078,62,936.2161254882812,-1
0,62,-2932.573486328125,3611.048803329468,0.0,49.3,7.776226043701172,7.999568939208984,0,1075.4765625,8192.0,13.128376007080078,63,2932.573486328125,-1
0,63,-8616.064453125,3668.1499438285828,0.0,49.8,7.8628997802734375,7.912895202636719,0,1075.4765625,8192.0,13.128376007080078,64,8616.064453125,-1
0,64,-13827.0234375,3725.0930891036987,0.0,49.9,7.873195648193359,7.902599334716797,0,1089.4765625,8192.0,13.299274444580078,65,13827.0234375,-1
0,65,-4207.19775390625,3782.111862182617,0.0,49.8,7.8561248779296875,7.919670104980469,0,1084.3515625,8192.0,13.236713409423828,66,4207.19775390625,-1
0,66,-6816.396484375,3839.5205976963043,2.0,49.8,7.850105285644531,7.925689697265625,0,1076.3515625,8192.0,13.139057159423828,67,6816.396484375,-1
0,67,-7556.1357421875,3896.6623718738556,37.5,49.8,7.8628082275390625,7.912986755371094,0,1076.3515625,8192.0,13.139057159423828,68,7556.1357421875,-1
0,68,-10938.11328125,3954.28501868248,1.5,50.0,7.886138916015625,7.889656066894531,0,1076.3515625,8192.0,13.139057159423828,69,10938.11328125,-1
0,69,-1167.19775390625,4011.2997324466705,0.0,50.0,7.8924560546875,7.883338928222656,0,1076.3515625,8192.0,13.139057159423828,70,1167.19775390625,-1
0,70,-7709.9560546875,4068.399851322174,0.0,50.0,7.8849029541015625,7.890892028808594,3,1076.3515625,8192.0,13.139057159423828,71,7709.9560546875,-1
0,71,-651.3626708984375,4125.517055273056,0.0,50.0,7.893222808837891,7.882572174072266,1,1111.109375,8192.0,13.563346862792969,72,651.3626708984375,-1
0,72,-42333.48828125,4182.715232372284,0.0,50.1,7.89794921875,7.877845764160156,0,1108.109375,8192.0,13.526725769042969,73,42333.48828125,-1
0,73,-1373.1307373046875,4240.169274806976,0.0,50.0,7.894252777099609,7.881542205810547,0,1093.0390625,8192.0,13.342761993408203,74,1373.1307373046875,-1
0,74,-18543.21484375,4297.943866252899,14.6,50.1,7.899410247802734,7.876384735107422,2,1080.9140625,8192.0,13.194751739501953,75,18543.21484375,-1
0,75,-9626.6630859375,4354.962083339691,1.8,49.0,7.735481262207031,8.040313720703125,0,1076.2265625,8192.0,13.137531280517578,76,9626.6630859375,-1
0,76,-13669.052734375,4412.077525615692,0.0,49.2,7.767024993896484,8.008769989013672,3,1076.2265625,8192.0,13.137531280517578,77,13669.052734375,-1
0,77,-4247.197265625,4469.152720689774,0.0,48.8,7.694683074951172,8.081111907958984,0,1076.2265625,8192.0,13.137531280517578,78,4247.197265625,-1
0,78,-6638.55517578125,4526.122483730316,0.0,48.8,7.698570251464844,8.077224731445312,0,1076.2265625,8192.0,13.137531280517578,79,6638.55517578125,-1
0,79,-7903.662109375,4583.665870189667,0.0,48.8,7.697589874267578,8.078205108642578,0,1076.2265625,8192.0,13.137531280517578,80,7903.662109375,-1
0,80,-22384.8359375,4640.737665653229,0.0,48.9,7.706718444824219,8.069076538085938,0,1076.2265625,8192.0,13.137531280517578,81,22384.8359375,-1
0,81,-3899.4755859375,4698.239194869995,4.2,48.9,7.713676452636719,8.062118530273438,0,1076.2265625,8192.0,13.137531280517578,82,3899.4755859375,-1
0,82,-11.146303176879883,4755.342178821564,0.0,48.8,7.696147918701172,8.079647064208984,0,1076.2265625,8192.0,13.137531280517578,83,11.146303176879883,-1
0,83,-3674.132080078125,4812.69042134285,0.0,48.9,7.7217864990234375,8.054008483886719,3,1076.2265625,8192.0,13.137531280517578,84,3674.132080078125,-1
0,84,-25580.125,4869.652245759964,0.0,49.0,7.727500915527344,8.048294067382812,0,1076.2265625,8192.0,13.137531280517578,85,25580.125,-1
0,85,-8847.7255859375,4927.129349708557,0.7,48.6,7.661365509033203,8.114429473876953,0,1076.2265625,8192.0,13.137531280517578,86,8847.7255859375,-1
0,86,-23628.087890625,4984.185906887054,0.0,48.5,7.64398193359375,8.131813049316406,0,1076.2265625,8192.0,13.137531280517578,87,23628.087890625,-1
0,87,-4461.93115234375,5042.0771317481995,0.0,48.6,7.670066833496094,8.105728149414062,0,1080.7265625,8192.0,13.192462921142578,88,4461.93115234375,-1
0,88,-6199.2099609375,5099.801816940308,2.3,54.1,8.541374206542969,7.2344207763671875,7,1250.1015625,8192.0,15.260028839111328,89,6199.2099609375,-1
0,89,-4262.70361328125,5156.663600206375,2.1,53.7,8.46933364868164,7.306461334228516,4,1234.375,8192.0,15.06805419921875,90,4262.70361328125,-1
0,90,-28825.587890625,5213.895447254181,0.0,54.0,8.51279067993164,7.263004302978516,3,1230.375,8192.0,15.01922607421875,91,28825.587890625,-1
0,91,-23046.37890625,5271.058776855469,1.9,54.0,8.520008087158203,7.255786895751953,3,1230.5625,8192.0,15.021514892578125,92,23046.37890625,-1
0,92,-5394.0,5328.436313867569,7.6,54.0,8.516273498535156,7.259521484375,3,1230.5625,8192.0,15.021514892578125,93,5394.0,-1
0,93,-2830.776123046875,5385.635218143463,5.7,54.1,8.529655456542969,7.2461395263671875,3,1230.4375,8192.0,15.019989013671875,94,2830.776123046875,-1
0,94,-5367.75146484375,5442.988981485367,4.0,54.1,8.53948974609375,7.236305236816406,4,1230.5625,8192.0,15.021514892578125,95,5367.75146484375,-1
0,95,-24.731674194335938,5500.345699548721,2.8,54.2,8.54262924194336,7.233165740966797,7,1230.5625,8192.0,15.021514892578125,96,24.731674194335938,-1
0,96,-6576.4287109375,5557.635309457779,2.6,54.4,8.58077621459961,7.195018768310547,3,1230.25,8192.0,15.0177001953125,97,6576.4287109375,-1
0,97,-18188.705078125,5614.668156862259,2.9,54.0,8.51827621459961,7.257518768310547,4,1230.5625,8192.0,15.021514892578125,98,18188.705078125,-1
0,98,-1641.6363525390625,5671.942701101303,1.0,54.0,8.514213562011719,7.2615814208984375,4,1230.5625,8192.0,15.021514892578125,99,1641.6363525390625,-1
0,99,-21759.30078125,5729.277050018311,1.9,54.2,8.544586181640625,7.231208801269531,3,1230.375,8192.0,15.01922607421875,100,21759.30078125,-1
0,100,-6493.49755859375,5786.673508405685,1.9,54.2,8.547412872314453,7.228382110595703,4,1230.5625,8192.0,15.021514892578125,101,6493.49755859375,-1
0,101,-3505.94775390625,5843.834216594696,4.4,54.3,8.568901062011719,7.2068939208984375,6,1230.5625,8192.0,15.021514892578125,102,3505.94775390625,-1
0,102,-2771.426025390625,5900.987921714783,6.2,54.3,8.561336517333984,7.214458465576172,3,1230.5625,8192.0,15.021514892578125,103,2771.426025390625,-1
0,103,-14076.1376953125,5958.071223974228,7.5,54.4,8.585155487060547,7.190639495849609,4,1230.5625,8192.0,15.021514892578125,104,14076.1376953125,-1
0,104,-16534.2734375,6015.483687639236,4.5,54.4,8.578292846679688,7.197502136230469,3,1230.6875,8192.0,15.023040771484375,105,16534.2734375,-1
0,105,-25040.328125,6072.932803153992,5.1,54.4,8.588279724121094,7.1875152587890625,3,1230.5625,8192.0,15.021514892578125,106,25040.328125,-1
0,106,-3194.4228515625,6130.318110942841,2.8,54.8,8.650314331054688,7.125480651855469,4,1230.9375,8192.0,15.026092529296875,107,3194.4228515625,-1
0,107,-7495.759765625,6187.775661230087,1.7,54.2,8.542789459228516,7.233005523681641,3,1230.5625,8192.0,15.021514892578125,108,7495.759765625,-1
0,108,-8134.50146484375,6244.859511852264,2.3,54.3,8.562721252441406,7.21307373046875,3,1230.3125,8192.0,15.018463134765625,109,8134.50146484375,-1
0,109,-33855.51171875,6302.467433452606,3.6,54.2,8.544368743896484,7.231426239013672,6,1230.4375,8192.0,15.019989013671875,110,33855.51171875,-1
0,110,-7345.1865234375,6359.656509637833,3.4,54.2,8.558250427246094,7.2175445556640625,3,1230.5625,8192.0,15.021514892578125,111,7345.1865234375,-1
0,111,-4076.568603515625,6417.365798711777,6.1,54.3,8.560211181640625,7.215583801269531,3,1230.3125,8192.0,15.018463134765625,112,4076.568603515625,-1
0,112,-3869.919921875,6474.409321308136,4.4,53.7,8.469795227050781,7.305999755859375,5,1229.375,8192.0,15.00701904296875,113,3869.919921875,-1
0,113,-4062.70751953125,6531.718213796616,100.0,53.8,8.4814453125,7.294349670410156,3,1229.6875,8192.0,15.010833740234375,114,4062.70751953125,-1
0,114,-17017.353515625,6588.959203481674,9.2,54.4,8.584232330322266,7.191562652587891,5,1229.5625,8192.0,15.009307861328125,115,17017.353515625,-1
0,115,-8983.7255859375,6646.572447538376,2.2,54.2,8.546039581298828,7.229755401611328,4,1229.6875,8192.0,15.010833740234375,116,8983.7255859375,-1
0,116,-8016.77734375,6703.899103403091,1.6,54.2,8.557266235351562,7.218528747558594,3,1229.6875,8192.0,15.010833740234375,117,8016.77734375,-1
0,117,-4286.490234375,6761.701663970947,3.1,54.3,8.558399200439453,7.217395782470703,3,1229.375,8192.0,15.00701904296875,118,4286.490234375,-1
0,118,-16636.693359375,6819.00830245018,2.5,54.3,8.57241439819336,7.203380584716797,4,1229.6875,8192.0,15.010833740234375,119,16636.693359375,-1
0,119,-8378.1826171875,6876.5417721271515,3.3,54.4,8.579704284667969,7.1960906982421875,4,1229.6875,8192.0,15.010833740234375,120,8378.1826171875,-1
0,120,-5868.970703125,6933.955114603043,1.6,54.7,8.635700225830078,7.140094757080078,5,1229.375,8192.0,15.00701904296875,121,5868.970703125,-1
0,121,-6493.5673828125,6991.564011096954,6.7,54.6,8.609031677246094,7.1667633056640625,4,1229.375,8192.0,15.00701904296875,122,6493.5673828125,-1
0,122,-7386.9306640625,7049.059352874756,4.8,54.4,8.576114654541016,7.199680328369141,4,1229.6875,8192.0,15.010833740234375,123,7386.9306640625,-1
0,123,-939.6862182617188,7106.453328132629,5.5,54.5,8.5955810546875,7.180213928222656,5,1230.125,8192.0,15.01617431640625,124,939.6862182617188,-1
0,124,-977.2174682617188,7163.673856019974,5.0,54.6,8.610485076904297,7.165309906005859,3,1229.5625,8192.0,15.009307861328125,125,977.2174682617188,-1
0,125,-14294.509765625,7221.184293985367,4.5,54.6,8.619762420654297,7.156032562255859,3,1229.6875,8192.0,15.010833740234375,126,14294.509765625,-1
0,126,-23787.810546875,7278.696035385132,1.3,55.0,8.668964385986328,7.106830596923828,3,1229.4375,8192.0,15.007781982421875,127,23787.810546875,-1
0,127,-12085.244140625,7336.058881282806,1.2,54.7,8.63174057006836,7.144054412841797,4,1229.375,8192.0,15.00701904296875,128,12085.244140625,-1
0,128,-3748.3701171875,7393.798346042633,10.4,54.4,8.574981689453125,7.200813293457031,3,1229.6875,8192.0,15.010833740234375,129,3748.3701171875,-1
0,129,-13791.22265625,7451.355138063431,1.7,54.5,8.590686798095703,7.185108184814453,3,1229.4375,8192.0,15.007781982421875,130,13791.22265625,-1
0,130,-6064.29736328125,7508.699107408524,1.1,54.7,8.62753677368164,7.148258209228516,3,1229.375,8192.0,15.00701904296875,131,6064.29736328125,-1
0,131,-29061.81640625,7566.259716272354,3.5,54.8,8.648479461669922,7.127315521240234,4,1229.6875,8192.0,15.010833740234375,132,29061.81640625,-1
0,132,-11907.8935546875,7623.650232791901,3.5,54.8,8.637535095214844,7.1382598876953125,3,1229.6875,8192.0,15.010833740234375,133,11907.8935546875,-1
0,133,-35521.6953125,7680.9569182395935,0.5,54.5,8.603496551513672,7.172298431396484,3,1229.6875,8192.0,15.010833740234375,134,35521.6953125,-1
0,134,-18123.857421875,7738.458468437195,2.0,54.7,8.626228332519531,7.149566650390625,4,1229.6875,8192.0,15.010833740234375,135,18123.857421875,-1
0,135,-10733.572265625,7795.552107095718,4.1,54.7,8.631389617919922,7.144405364990234,6,1229.4375,8192.0,15.007781982421875,136,10733.572265625,-1
0,136,-26065.8984375,7852.900819301605,8.0,54.7,8.624916076660156,7.15087890625,3,1229.375,8192.0,15.00701904296875,137,26065.8984375,-1
0,137,-1718.4185791015625,7910.1590938568115,5.1,54.7,8.632953643798828,7.142841339111328,4,1229.6875,8192.0,15.010833740234375,138,1718.4185791015625,-1
0,138,-10819.77734375,7967.6026911735535,3.5,54.7,8.629962921142578,7.145832061767578,3,1229.375,8192.0,15.00701904296875,139,10819.77734375,-1
0,139,-22695.12109375,8024.858412504196,2.1,54.8,8.646282196044922,7.129512786865234,3,1229.375,8192.0,15.00701904296875,140,22695.12109375,-1
0,140,-51511.5234375,8082.5491507053375,9.4,54.8,8.646759033203125,7.129035949707031,6,1229.4375,8192.0,15.007781982421875,141,51511.5234375,-1
0,141,-39932.9609375,8139.966612815857,0.7,54.9,8.65359878540039,7.122196197509766,4,1229.6875,8192.0,15.010833740234375,142,39932.9609375,-1
0,142,-22898.38671875,8197.361087322235,1.7,54.8,8.652217864990234,7.123577117919922,3,1229.6875,8192.0,15.010833740234375,143,22898.38671875,-1
0,143,-58018.2578125,8254.564742803574,6.0,54.8,8.648399353027344,7.1273956298828125,7,1229.4375,8192.0,15.007781982421875,144,58018.2578125,-1
0,144,-19533.703125,8312.064886569977,7.5,54.6,8.616008758544922,7.159782409667969,6,1229.6875,8192.0,15.010833740234375,145,19533.703125,-1
0,145,-13714.37890625,8369.365434408188,4.0,54.7,8.627777099609375,7.148017883300781,3,1229.6875,8192.0,15.010833740234375,146,13714.37890625,-1
0,146,-2906.1923828125,8426.85466337204,5.3,54.9,8.66031265258789,7.115482330322266,4,1229.6875,8192.0,15.010833740234375,147,2906.1923828125,-1
0,147,-5516.541015625,8484.341960906982,3.1,54.7,8.622974395751953,7.152820587158203,3,1229.6875,8192.0,15.010833740234375,148,5516.541015625,-1
0,148,-8707.5234375,8541.645852088928,5.1,54.7,8.626998901367188,7.148796081542969,3,1229.6875,8192.0,15.010833740234375,149,8707.5234375,-1
0,149,-8801.931640625,8599.184971809387,2.8,54.7,8.63571548461914,7.140079498291016,6,1229.6875,8192.0,15.010833740234375,150,8801.931640625,-1
0,150,-3906.502685546875,8656.549324989319,6.3,54.8,8.648399353027344,7.1273956298828125,3,1229.6875,8192.0,15.010833740234375,151,3906.502685546875,-1
0,151,-22610.0078125,8713.845166683197,1.8,54.7,8.62148666381836,7.154308319091797,3,1229.6875,8192.0,15.010833740234375,152,22610.0078125,-1
0,152,-12535.958984375,8770.969923257828,3.1,54.7,8.622917175292969,7.1528778076171875,4,1229.6875,8192.0,15.010833740234375,153,12535.958984375,-1
0,153,-11982.265625,8828.43974661827,2.2,54.7,8.634819030761719,7.1409759521484375,3,1229.6875,8192.0,15.010833740234375,154,11982.265625,-1
0,154,-39232.7265625,8885.777928590775,3.4,54.8,8.638225555419922,7.137569427490234,3,1229.4375,8192.0,15.007781982421875,155,39232.7265625,-1
0,155,-26818.728515625,8943.53339099884,5.3,54.8,8.638603210449219,7.1371917724609375,4,1229.6875,8192.0,15.010833740234375,156,26818.728515625,-1
0,156,-4518.30810546875,9000.974444389343,9.5,54.8,8.643470764160156,7.13232421875,4,1229.6875,8192.0,15.010833740234375,157,4518.30810546875,-1
0,157,-6751.43408203125,9058.578017950058,5.0,54.8,8.641159057617188,7.134635925292969,4,1229.375,8192.0,15.00701904296875,158,6751.43408203125,-1
0,158,-3136.3466796875,9115.761657714844,2.9,54.9,8.653297424316406,7.12249755859375,4,1230.375,8192.0,15.01922607421875,159,3136.3466796875,-1
0,159,-3419.04248046875,9173.153640270233,8.8,54.5,8.594757080078125,7.181037902832031,6,1229.6875,8192.0,15.010833740234375,160,3419.04248046875,-1
0,160,-17043.578125,9230.575231313705,6.5,54.5,8.600288391113281,7.175506591796875,3,1229.6875,8192.0,15.010833740234375,161,17043.578125,-1
0,161,-8333.2421875,9287.968604326248,2.1,54.8,8.637496948242188,7.138298034667969,4,1229.6875,8192.0,15.010833740234375,162,8333.2421875,-1
0,162,-50893.5859375,9345.491251707077,1.3,54.8,8.642261505126953,7.133533477783203,4,1229.6875,8192.0,15.010833740234375,163,50893.5859375,-1
0,163,-14482.0244140625,9402.825801849365,8.8,54.8,8.644695281982422,7.131099700927734,3,1229.6875,8192.0,15.010833740234375,164,14482.0244140625,-1
0,164,-3515.42724609375,9460.203969478607,1.5,54.9,8.657939910888672,7.117855072021484,7,1229.375,8192.0,15.00701904296875,165,3515.42724609375,-1
0,165,-16765.11328125,9517.59591293335,4.7,54.8,8.650211334228516,7.125583648681641,4,1229.6875,8192.0,15.010833740234375,166,16765.11328125,-1
0,166,-24916.9609375,9574.888079166412,1.1,54.8,8.650806427001953,7.124988555908203,3,1229.6875,8192.0,15.010833740234375,167,24916.9609375,-1
0,167,-6448.17626953125,9632.55941438675,4.2,55.0,8.679325103759766,7.096469879150391,4,1229.6875,8192.0,15.010833740234375,168,6448.17626953125,-1
0,168,-10903.7431640625,9689.827133655548,2.4,55.0,8.672313690185547,7.103481292724609,3,1229.6875,8192.0,15.010833740234375,169,10903.7431640625,-1
0,169,-6106.5,9747.251143693924,3.2,55.1,8.688636779785156,7.087158203125,5,1229.6875,8192.0,15.010833740234375,170,6106.5,-1
0,170,-5447.83154296875,9804.74801325798,7.5,54.9,8.659324645996094,7.1164703369140625,3,1229.6875,8192.0,15.010833740234375,171,5447.83154296875,-1
0,171,-16309.06640625,9862.080301761627,3.7,54.8,8.65194320678711,7.123851776123047,3,1229.6875,8192.0,15.010833740234375,172,16309.06640625,-1
0,172,-4882.74609375,9919.428124904633,2.3,54.9,8.66451644897461,7.111278533935547,3,1229.375,8192.0,15.00701904296875,173,4882.74609375,-1
0,173,-5859.931640625,9976.68206334114,11.0,55.0,8.670894622802734,7.104900360107422,4,1229.375,8192.0,15.00701904296875,174,5859.931640625,-1
0,174,-1632.9642333984375,10034.080602169037,4.8,55.0,8.674869537353516,7.100925445556641,3,1229.6875,8192.0,15.010833740234375,175,1632.9642333984375,-1
