episode,step,reward,timestamp,cpu_percent,ram_percent,ram_used_gb,ram_available_gb,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,action,penalty_ram_penalty,penalty_gpu_penalty,penalty_cpu_penalty,penalty_total_penalty
0,14,1.0,11.080791473388672,3.9,72.7,11.461662292480469,4.3141326904296875,0,731.4453125,8192.0,8.928775787353516,2,0.0,0.0,0.0,0.0
0,15,-1.0,11.41030764579773,2.3,72.7,11.461898803710938,4.313896179199219,0,731.4453125,8192.0,8.928775787353516,8,0.0,0.0,0.0,0.0
0,16,0.0,11.739728450775146,20.2,72.7,11.469566345214844,4.3062286376953125,0,728.5703125,8192.0,8.893680572509766,8,0.0,0.0,0.0,0.0
0,17,5.0,12.076629638671875,8.0,72.7,11.474395751953125,4.301399230957031,1,724.0078125,8192.0,8.83798599243164,2,0.0,0.0,0.0,0.0
0,18,-2.0,12.408493757247925,4.5,72.9,11.500503540039062,4.275352478027344,1,699.9453125,8192.0,8.544254302978516,3,0.0,0.0,0.0,0.0
1,19,3.0,12.74031376838684,17.5,72.8,11.488143920898438,4.287651062011719,0,694.7578125,8192.0,8.48093032836914,5,0.0,0.0,0.0,0.0
1,20,-1.0,13.069229364395142,0.0,72.8,11.486713409423828,4.289081573486328,1,696.0078125,8192.0,8.49618911743164,7,0.0,0.0,0.0,0.0
1,21,0.0,13.40066385269165,11.3,72.8,11.486698150634766,4.289096832275391,1,692.0078125,8192.0,8.44736099243164,2,0.0,0.0,0.0,0.0
1,22,2.0,13.724256753921509,3.0,72.8,11.486347198486328,4.289447784423828,0,692.0078125,8192.0,8.44736099243164,8,0.0,0.0,0.0,0.0
1,23,0.0,14.051043510437012,3.7,72.7,11.462039947509766,4.313755035400391,1,704.0078125,8192.0,8.59384536743164,0,0.0,0.0,0.0,0.0
1,24,-1.0,14.38225507736206,15.2,72.8,11.479827880859375,4.295967102050781,1,704.0078125,8192.0,8.59384536743164,8,0.0,0.0,0.0,0.0
1,25,-1.0,14.715286254882812,9.1,72.8,11.479991912841797,4.295803070068359,0,704.0078125,8192.0,8.59384536743164,7,0.0,0.0,0.0,0.0
1,26,0.0,15.050414562225342,9.8,72.8,11.479328155517578,4.296466827392578,0,704.0078125,8192.0,8.59384536743164,8,0.0,0.0,0.0,0.0
1,27,-1.0,15.38570761680603,4.5,72.7,11.4759521484375,4.299842834472656,0,704.0078125,8192.0,8.59384536743164,7,0.0,0.0,0.0,0.0
1,28,0.0,15.717709302902222,5.5,72.7,11.475616455078125,4.300178527832031,0,704.0078125,8192.0,8.59384536743164,7,0.0,0.0,0.0,0.0
1,29,-3.0,16.043865203857422,2.2,72.7,11.47573471069336,4.300060272216797,1,704.0078125,8192.0,8.59384536743164,4,0.0,0.0,0.0,0.0
1,30,0.0,16.375,0.0,72.8,11.481346130371094,4.2944488525390625,1,704.0078125,8192.0,8.59384536743164,0,0.0,0.0,0.0,0.0
1,31,-3.0,16.704606294631958,17.1,72.7,11.469074249267578,4.306720733642578,0,704.0078125,8192.0,8.59384536743164,4,0.0,0.0,0.0,0.0
1,32,-2.0,17.03560733795166,18.8,72.8,11.491867065429688,4.283927917480469,1,704.0078125,8192.0,8.59384536743164,5,0.0,0.0,0.0,0.0
1,33,0.0,17.370295524597168,8.3,72.9,11.49771499633789,4.278079986572266,1,699.0078125,8192.0,8.53281021118164,0,0.0,0.0,0.0,0.0
1,34,8.0,17.702919006347656,15.7,72.9,11.494327545166016,4.281467437744141,0,703.0078125,8192.0,8.58163833618164,7,0.0,0.0,0.0,0.0
1,35,0.0,18.037147283554077,13.5,72.9,11.493232727050781,4.282562255859375,0,703.0078125,8192.0,8.58163833618164,0,0.0,0.0,0.0,0.0
1,36,-1.0,18.364606380462646,18.3,72.9,11.494728088378906,4.28106689453125,0,703.0078125,8192.0,8.58163833618164,8,0.0,0.0,0.0,0.0
1,37,-2.0,18.70812439918518,19.0,72.9,11.494697570800781,4.281097412109375,0,703.0078125,8192.0,8.58163833618164,4,0.0,0.0,0.0,0.0
1,38,0.0,19.038504123687744,6.1,72.7,11.473278045654297,4.302516937255859,1,702.9453125,8192.0,8.580875396728516,0,0.0,0.0,0.0,0.0
1,39,-3.0,19.368706703186035,1.5,72.7,11.466064453125,4.309730529785156,1,702.9453125,8192.0,8.580875396728516,5,0.0,0.0,0.0,0.0
2,40,-3.0,19.69796657562256,34.0,73.0,11.508804321289062,4.266990661621094,0,702.9453125,8192.0,8.580875396728516,3,0.0,0.0,0.0,0.0
2,41,0.0,20.026535034179688,3.6,73.1,11.530349731445312,4.245445251464844,1,702.8203125,8192.0,8.579349517822266,0,0.0,0.0,0.0,0.0
2,42,-3.0,20.353914260864258,0.8,73.0,11.523326873779297,4.252468109130859,1,702.8203125,8192.0,8.579349517822266,5,0.0,0.0,0.0,0.0
2,43,1.0,20.680399179458618,2.8,73.0,11.511810302734375,4.263984680175781,0,702.8203125,8192.0,8.579349517822266,1,0.0,0.0,0.0,0.0
2,44,-3.0,21.005949020385742,4.4,73.0,11.512069702148438,4.263725280761719,0,702.8203125,8192.0,8.579349517822266,5,0.0,0.0,0.0,0.0
2,45,-2.0,21.334115982055664,12.3,73.0,11.51205062866211,4.263744354248047,0,701.1328125,8192.0,8.55875015258789,4,0.0,0.0,0.0,0.0
2,46,-1.0,21.66214871406555,1.8,73.0,11.51186752319336,4.263927459716797,0,697.1328125,8192.0,8.50992202758789,6,0.0,0.0,0.0,0.0
2,47,-1.0,21.98927617073059,16.0,73.0,11.511798858642578,4.263996124267578,0,697.1328125,8192.0,8.50992202758789,7,0.0,0.0,0.0,0.0
2,48,0.0,22.31774926185608,14.4,72.9,11.49856948852539,4.277225494384766,0,697.1328125,8192.0,8.50992202758789,0,0.0,0.0,0.0,0.0
2,49,-3.0,22.648863792419434,11.8,73.0,11.516921997070312,4.258544921875,0,698.3828125,8192.0,8.52518081665039,3,0.0,0.0,0.0,0.0
2,50,3.0,22.977599382400513,5.0,73.0,11.521080017089844,4.2547149658203125,0,708.6953125,8192.0,8.651065826416016,2,0.0,0.0,0.0,0.0
2,51,0.0,23.308536291122437,3.4,73.0,11.520153045654297,4.255641937255859,0,708.6953125,8192.0,8.651065826416016,0,0.0,0.0,0.0,0.0
2,52,-1.0,23.636826753616333,2.6,73.0,11.51947021484375,4.256324768066406,0,708.6953125,8192.0,8.651065826416016,6,0.0,0.0,0.0,0.0
2,53,-2.0,23.966933250427246,2.7,73.0,11.517677307128906,4.25811767578125,0,708.8828125,8192.0,8.65335464477539,4,0.0,0.0,0.0,0.0
2,54,0.0,24.295811891555786,1.4,73.0,11.51761245727539,4.2581939697265625,0,708.8828125,8192.0,8.65335464477539,2,0.0,0.0,0.0,0.0
2,55,0.0,24.624645709991455,4.7,73.0,11.516242980957031,4.259552001953125,0,708.8828125,8192.0,8.65335464477539,0,0.0,0.0,0.0,0.0
2,56,2.0,24.951212644577026,4.4,73.0,11.516216278076172,4.259578704833984,0,708.8828125,8192.0,8.65335464477539,7,0.0,0.0,0.0,0.0
2,57,1.0,25.282296895980835,1.6,73.0,11.516212463378906,4.25958251953125,0,708.8828125,8192.0,8.65335464477539,1,0.0,0.0,0.0,0.0
2,58,0.0,25.62289571762085,4.1,73.0,11.516056060791016,4.259738922119141,0,706.7578125,8192.0,8.62741470336914,1,0.0,0.0,0.0,0.0
2,59,-1.0,25.946583032608032,4.2,73.0,11.515949249267578,4.259845733642578,0,706.7578125,8192.0,8.62741470336914,8,0.0,0.0,0.0,0.0
3,60,0.0,26.274587631225586,0.7,72.9,11.507247924804688,4.268547058105469,0,706.7578125,8192.0,8.62741470336914,8,0.0,0.0,0.0,0.0
3,61,0.0,26.60364556312561,4.5,72.9,11.507648468017578,4.268146514892578,0,706.7578125,8192.0,8.62741470336914,2,0.0,0.0,0.0,0.0
3,62,-3.0,26.932581901550293,1.4,73.0,11.510120391845703,4.265674591064453,0,706.7578125,8192.0,8.62741470336914,4,0.0,0.0,0.0,0.0
3,63,0.0,27.26480984687805,14.5,73.0,11.510795593261719,4.2649993896484375,0,709.8828125,8192.0,8.66556167602539,8,0.0,0.0,0.0,0.0
3,64,0.0,27.591851234436035,1.9,73.0,11.509021759033203,4.266773223876953,0,709.8828125,8192.0,8.66556167602539,0,0.0,0.0,0.0,0.0
3,65,-8.0,27.921462535858154,2.7,72.9,11.507057189941406,4.26873779296875,0,705.8828125,8192.0,8.61673355102539,5,0.0,0.0,0.0,0.0
3,66,0.0,28.247868061065674,4.1,73.0,11.514434814453125,4.261360168457031,0,703.5078125,8192.0,8.58774185180664,8,0.0,0.0,0.0,0.0
3,67,0.0,28.577747344970703,7.4,73.0,11.509536743164062,4.266258239746094,0,703.5078125,8192.0,8.58774185180664,0,0.0,0.0,0.0,0.0
3,68,0.0,28.907714366912842,2.6,73.0,11.509223937988281,4.266571044921875,0,691.5078125,8192.0,8.44125747680664,0,0.0,0.0,0.0,0.0
3,69,0.0,29.238818883895874,1.5,73.0,11.514514923095703,4.261280059814453,0,691.5078125,8192.0,8.44125747680664,1,0.0,0.0,0.0,0.0
3,70,2.0,29.57858419418335,6.0,73.0,11.509902954101562,4.266155242919922,0,689.0078125,8192.0,8.41073989868164,3,0.0,0.0,0.0,0.0
3,71,0.0,29.922205448150635,2.3,73.0,11.509140014648438,4.266654968261719,0,689.0078125,8192.0,8.41073989868164,7,0.0,0.0,0.0,0.0
3,72,5.0,30.246923446655273,0.8,73.0,11.509098052978516,4.266696929931641,0,687.8828125,8192.0,8.39700698852539,3,0.0,0.0,0.0,0.0
3,73,-3.0,30.573852062225342,10.5,73.0,11.51791000366211,4.257884979248047,0,687.8828125,8192.0,8.39700698852539,4,0.0,0.0,0.0,0.0
3,74,7.0,30.917420387268066,5.6,72.9,11.508079528808594,4.2677154541015625,0,687.8828125,8192.0,8.39700698852539,7,0.0,0.0,0.0,0.0
3,75,-3.0,31.24496626853943,3.6,73.0,11.509101867675781,4.266693115234375,1,687.8828125,8192.0,8.39700698852539,4,0.0,0.0,0.0,0.0
3,76,0.0,31.57201623916626,3.7,72.9,11.50799560546875,4.267799377441406,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
3,77,-1.0,31.915971994400024,0.0,72.9,11.506061553955078,4.269733428955078,0,686.5703125,8192.0,8.380985260009766,6,0.0,0.0,0.0,0.0
3,78,-1.0,32.242154121398926,0.0,72.9,11.505809783935547,4.269985198974609,0,686.5703125,8192.0,8.380985260009766,6,0.0,0.0,0.0,0.0
3,79,-6.0,32.58489155769348,2.1,72.9,11.5048828125,4.270912170410156,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
4,80,-1.0,32.91097903251648,3.8,72.9,11.505897521972656,4.2698974609375,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
4,81,0.0,33.249818325042725,0.8,72.9,11.506465911865234,4.269329071044922,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
4,82,8.0,33.591543674468994,1.9,72.9,11.505523681640625,4.270366668701172,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
4,83,0.0,33.93340277671814,2.2,72.9,11.505542755126953,4.270252227783203,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
4,84,-3.0,34.27733492851257,0.6,72.9,11.505542755126953,4.270252227783203,0,686.5703125,8192.0,8.380985260009766,4,0.0,0.0,0.0,0.0
4,85,0.0,34.603270530700684,0.9,72.9,11.503173828125,4.272621154785156,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
4,86,0.0,34.933834075927734,1.3,72.9,11.503376007080078,4.272418975830078,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
4,87,0.0,35.26224875450134,1.1,72.9,11.503376007080078,4.272418975830078,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
4,88,-3.0,35.60238432884216,1.9,72.9,11.502681732177734,4.273113250732422,0,686.5703125,8192.0,8.380985260009766,4,0.0,0.0,0.0,0.0
4,89,0.0,35.92886161804199,6.9,72.9,11.502033233642578,4.273761749267578,0,686.5703125,8192.0,8.380985260009766,1,0.0,0.0,0.0,0.0
4,90,-1.0,36.25978374481201,0.8,72.1,11.381610870361328,4.394184112548828,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
4,91,0.0,36.586743116378784,0.5,72.2,11.389076232910156,4.38671875,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
4,92,0.0,36.91665744781494,0.0,72.2,11.387042999267578,4.388751983642578,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
4,93,-1.0,37.239405393600464,11.9,72.2,11.387454986572266,4.388339996337891,0,686.5703125,8192.0,8.380985260009766,6,0.0,0.0,0.0,0.0
4,94,-7.0,37.567676305770874,5.7,72.2,11.387401580810547,4.388393402099609,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
4,95,-3.0,37.897303342819214,7.6,72.1,11.367294311523438,4.408500671386719,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
4,96,-3.0,38.22837734222412,1.9,71.9,11.349903106689453,4.425891876220703,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
4,97,-3.0,38.553987979888916,0.0,72.0,11.350845336914062,4.424949645996094,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
4,98,0.0,38.87964200973511,10.8,72.0,11.354286193847656,4.4215087890625,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
4,99,0.0,39.222172021865845,7.8,72.0,11.35403823852539,4.421756744384766,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
4,100,4.0,39.56310677528381,1.1,72.0,11.354255676269531,4.421539306640625,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
4,101,-1.0,39.892565965652466,1.3,72.0,11.353836059570312,4.421958923339844,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
5,102,-1.0,40.213834047317505,0.7,72.0,11.354141235351562,4.421653747558594,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
5,103,3.0,40.54305458068848,0.8,72.0,11.355083465576172,4.420711517333984,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
5,104,0.0,40.87061667442322,0.9,72.0,11.35479736328125,4.420997619628906,0,686.5703125,8192.0,8.380985260009766,6,0.0,0.0,0.0,0.0
5,105,-1.0,41.19666886329651,3.2,72.0,11.353851318359375,4.421943664550781,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
5,106,0.0,41.522932291030884,1.3,72.0,11.35555648803711,4.420238494873047,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
5,107,0.0,41.85028100013733,5.3,72.0,11.355838775634766,4.419956207275391,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
5,108,-3.0,42.17817187309265,10.5,72.0,11.35467529296875,4.421119689941406,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
5,109,1.0,42.51981544494629,13.6,72.0,11.3514404296875,4.424354553222656,0,686.5703125,8192.0,8.380985260009766,1,0.0,0.0,0.0,0.0
5,110,0.0,42.84699368476868,9.8,72.0,11.36492919921875,4.410865783691406,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
5,111,0.0,43.17602729797363,3.6,72.0,11.356006622314453,4.419788360595703,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
5,112,-8.0,43.5028018951416,0.6,72.0,11.356285095214844,4.4195098876953125,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
5,113,-1.0,43.82908391952515,4.7,72.0,11.354633331298828,4.421161651611328,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
5,114,-8.0,44.154255867004395,4.3,72.0,11.35287094116211,4.422924041748047,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
5,115,-1.0,44.49369263648987,3.9,72.0,11.354156494140625,4.421638488769531,0,686.5703125,8192.0,8.380985260009766,7,0.0,0.0,0.0,0.0
5,116,4.0,44.82056927680969,0.0,72.0,11.35220718383789,4.423587799072266,0,686.5703125,8192.0,8.380985260009766,6,0.0,0.0,0.0,0.0
5,117,0.0,45.145697832107544,15.6,72.0,11.354873657226562,4.420921325683594,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
5,118,-1.0,45.47309231758118,2.9,72.0,11.354373931884766,4.421421051025391,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
5,119,-3.0,45.80096220970154,25.3,71.6,11.29635238647461,4.479442596435547,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
5,120,-1.0,46.144145011901855,1.8,71.6,11.294918060302734,4.480876922607422,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
5,121,0.0,46.471017360687256,2.5,71.6,11.294502258300781,4.481292724609375,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
5,122,0.0,46.81451201438904,3.8,71.6,11.294742584228516,4.481052398681641,0,686.5703125,8192.0,8.380985260009766,2,0.0,0.0,0.0,0.0
6,123,-3.0,47.14139771461487,1.0,71.6,11.29483413696289,4.480960845947266,0,686.5703125,8192.0,8.380985260009766,3,0.0,0.0,0.0,0.0
6,124,0.0,47.46696710586548,0.8,71.6,11.293609619140625,4.482185363769531,0,686.5703125,8192.0,8.380985260009766,8,0.0,0.0,0.0,0.0
6,125,0.0,47.805867195129395,3.0,71.6,11.294990539550781,4.480804443359375,0,686.5703125,8192.0,8.380985260009766,0,0.0,0.0,0.0,0.0
6,126,3.0,48.13318228721619,2.5,71.6,11.293792724609375,4.482002258300781,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
6,127,-3.0,48.461381673812866,0.0,71.6,11.292816162109375,4.482978820800781,0,686.5703125,8192.0,8.380985260009766,5,0.0,0.0,0.0,0.0
6,128,0.0,48.99357461929321,2.7,73.1,11.538249969482422,4.237545013427734,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
6,129,-3.0,49.33623266220093,1.0,73.1,11.53707504272461,4.238719940185547,0,694.5703125,8192.0,8.478641510009766,5,0.0,0.0,0.0,0.0
6,130,3.0,49.66517925262451,1.4,73.1,11.53665542602539,4.239139556884766,0,694.5703125,8192.0,8.478641510009766,6,0.0,0.0,0.0,0.0
6,131,-3.0,49.993154764175415,1.7,73.1,11.536571502685547,4.239223480224609,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
6,132,0.0,50.32099771499634,0.0,73.1,11.53609848022461,4.239696502685547,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
6,133,0.0,50.646514892578125,5.5,73.1,11.53609848022461,4.239696502685547,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
6,134,-2.0,50.97329115867615,2.4,73.1,11.535816192626953,4.239978790283203,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
6,135,-3.0,51.30188989639282,8.0,73.1,11.536346435546875,4.239448547363281,0,694.5703125,8192.0,8.478641510009766,4,0.0,0.0,0.0,0.0
6,136,-1.0,51.629430055618286,10.9,73.1,11.535724639892578,4.240070343017578,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
6,137,2.0,51.9567551612854,1.6,73.1,11.534259796142578,4.241535186767578,0,694.5703125,8192.0,8.478641510009766,7,0.0,0.0,0.0,0.0
6,138,-3.0,52.2807719707489,1.4,73.1,11.533645629882812,4.242149353027344,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
6,139,-3.0,52.621848583221436,6.3,73.1,11.53341293334961,4.242382049560547,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
7,140,-3.0,52.94832706451416,0.0,73.1,11.53281021118164,4.242984771728516,0,694.5703125,8192.0,8.478641510009766,5,0.0,0.0,0.0,0.0
7,141,-3.0,53.27667737007141,2.4,73.1,11.532520294189453,4.243274688720703,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
7,142,-3.0,53.61989212036133,1.2,73.1,11.531814575195312,4.243980407714844,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
7,143,-2.0,53.94683885574341,0.0,73.1,11.531368255615234,4.244426727294922,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
7,144,-1.0,54.274309396743774,1.6,73.1,11.531360626220703,4.244434356689453,0,694.5703125,8192.0,8.478641510009766,7,0.0,0.0,0.0,0.0
7,145,-3.0,54.6034140586853,7.4,73.1,11.53125,4.244544982910156,0,694.5703125,8192.0,8.478641510009766,5,0.0,0.0,0.0,0.0
7,146,-1.0,54.934460163116455,0.8,73.1,11.530914306640625,4.244880676269531,0,694.5703125,8192.0,8.478641510009766,7,0.0,0.0,0.0,0.0
7,147,-3.0,55.262346029281616,4.1,73.1,11.531429290771484,4.244365692138672,0,694.5703125,8192.0,8.478641510009766,5,0.0,0.0,0.0,0.0
7,148,-4.0,55.607532024383545,1.0,73.1,11.531272888183594,4.2445220947265625,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
7,149,0.0,55.93410515785217,0.8,73.1,11.531173706054688,4.244621276855469,0,694.5703125,8192.0,8.478641510009766,0,0.0,0.0,0.0,0.0
7,150,0.0,56.26023054122925,0.0,73.1,11.53055191040039,4.245243072509766,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
7,151,0.0,56.58811044692993,0.0,73.1,11.530326843261719,4.2454681396484375,1,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
7,152,3.0,56.914772272109985,1.7,73.1,11.529457092285156,4.246337890625,1,694.5703125,8192.0,8.478641510009766,4,0.0,0.0,0.0,0.0
7,153,-1.0,57.238953828811646,7.8,73.1,11.529365539550781,4.246429443359375,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
7,154,-10.0,57.56486129760742,2.7,73.1,11.528923034667969,4.2468719482421875,1,694.5703125,8192.0,8.478641510009766,5,0.0,0.0,0.0,0.0
7,155,-1.0,57.887932538986206,2.9,73.1,11.528610229492188,4.247184753417969,1,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
7,156,0.0,58.23037052154541,0.6,73.1,11.529895782470703,4.245899200439453,0,694.5703125,8192.0,8.478641510009766,1,0.0,0.0,0.0,0.0
7,157,-3.0,58.572853565216064,1.4,73.1,11.529426574707031,4.246368408203125,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
8,158,-3.0,58.899391174316406,2.1,73.1,11.527565002441406,4.24822998046875,0,694.5703125,8192.0,8.478641510009766,6,0.0,0.0,0.0,0.0
8,159,-1.0,59.22459816932678,6.4,73.1,11.537883758544922,4.237857818603516,0,694.5703125,8192.0,8.478641510009766,7,0.0,0.0,0.0,0.0
8,160,-1.0,59.550963163375854,3.1,73.1,11.52779769897461,4.247997283935547,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
8,161,5.0,59.87936210632324,13.5,73.1,11.527259826660156,4.24853515625,0,694.5703125,8192.0,8.478641510009766,1,0.0,0.0,0.0,0.0
8,162,-4.0,60.20544123649597,9.6,73.1,11.531150817871094,4.2446441650390625,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
8,163,0.0,60.54877471923828,5.7,73.3,11.556129455566406,4.21966552734375,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
8,164,-1.0,60.87251424789429,3.6,73.3,11.557918548583984,4.217876434326172,0,694.5703125,8192.0,8.478641510009766,7,0.0,0.0,0.0,0.0
8,165,-3.0,61.199926137924194,0.0,73.3,11.557910919189453,4.217884063720703,0,694.5703125,8192.0,8.478641510009766,4,0.0,0.0,0.0,0.0
8,166,-1.0,61.52759408950806,1.6,73.3,11.557453155517578,4.218341827392578,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
8,167,3.0,61.853087425231934,0.5,73.2,11.55511474609375,4.220680236816406,0,694.5703125,8192.0,8.478641510009766,3,0.0,0.0,0.0,0.0
8,168,-1.0,62.18298888206482,0.9,73.2,11.554851531982422,4.220943450927734,0,694.5703125,8192.0,8.478641510009766,8,0.0,0.0,0.0,0.0
8,169,0.0,62.52701377868652,0.0,73.2,11.55472183227539,4.221073150634766,0,694.5703125,8192.0,8.478641510009766,0,0.0,0.0,0.0,0.0
8,170,-2.0,62.855645418167114,0.0,73.2,11.554718017578125,4.221076965332031,0,694.5703125,8192.0,8.478641510009766,2,0.0,0.0,0.0,0.0
8,171,0.0,63.18331027030945,2.3,73.3,11.567058563232422,4.208736419677734,0,694.5703125,8192.0,8.478641510009766,1,0.0,0.0,0.0,0.0
