level_id,timestamp,game,algorithm,reset_time_ms,generation_time_ms,extract_time_ms,validation_time_ms,metrics_time_ms,solvability_time_ms,save_time_ms,total_time_ms,steps,mean_inference_ms,std_inference_ms,min_inference_ms,max_inference_ms,total_reward,diversity,complexity,unique_tiles,is_solvable,ram_start_pct,ram_end_pct,ram_delta_pct,cpu_start_pct,cpu_end_pct,cpu_delta_pct,gpu_start_pct,gpu_end_pct,gpu_delta_pct
11,2026-02-28T14:52:44.312256,zelda,PPO,1.1656000006041722,6400.153900000078,0.022799998987466097,0.0,0.12390000119921751,0.0,3.7478000012924895,6405.214000002161,57,2.0808719296805895,1.18754606404027,1.0908999993262114,6.372699999701581,-30.0,0.025974025974025976,0.5333333333333333,2,,57.1,58.2,1.1000000000000014,7.7,21.5,13.8,7.8800201416015625,8.071136474609375,0.1911163330078125
12,2026-02-28T14:52:55.436136,zelda,PPO,0.28639999982260633,11004.60540000131,0.0486999997519888,0.0,0.2906000008806586,0.0,7.14469999911671,11012.375800000882,98,2.9604122449255756,1.4863679051662146,1.23399999938556,7.383300000583404,2.0,0.07792207792207792,0.9333333333333333,6,,58.4,59.0,0.6000000000000014,28.6,23.1,-5.5,8.132457733154297,8.221721649169922,0.089263916015625
13,2026-02-28T14:52:58.679309,zelda,PPO,0.5876000013813609,3124.1339999996853,0.026399999114801176,0.0,0.24780000057944562,0.0,5.735199998525786,3130.7309999992867,27,2.8619296294049557,1.3605220857115619,1.2189999997644918,6.953200001589721,18.0,0.07792207792207792,0.9111111111111111,6,,59.2,59.3,0.09999999999999432,25.0,6.6,-18.4,8.168315887451172,8.139324188232422,-0.02899169921875
14,2026-02-28T14:53:03.815101,zelda,PPO,0.44890000026498456,5017.571000000316,0.025299999833805487,0.0,0.25579999964975286,0.0,4.870700000537909,5023.171700000603,44,2.7135113636673354,1.0959285766371722,1.179299999421346,6.417399999918416,18.0,0.05194805194805195,0.6222222222222222,4,,59.3,59.2,-0.09999999999999432,6.1,4.3,-1.7999999999999998,8.139324188232422,8.139324188232422,0.0
15,2026-02-28T14:53:08.717514,zelda,PPO,0.42659999962779693,4780.939899999794,0.0213999992411118,0.0,0.12720000086119398,0.0,13.271199999508099,4794.786299999032,42,2.595080952276129,1.1269143374373871,1.1974999997619307,6.054100000255858,37.0,0.07792207792207792,1.0,6,,59.2,59.3,0.09999999999999432,16.8,2.9,-13.9,8.139324188232422,8.142375946044922,0.0030517578125
16,2026-02-28T14:53:15.420659,zelda,PPO,0.9657999999035383,6586.769899999126,0.02479999966453761,0.0,0.14120000014372636,0.0,2.755299999989802,6590.656999998828,59,3.177257627057616,1.5682632655127717,1.1948999999731313,8.202499999242718,5.0,0.05194805194805195,0.5777777777777777,4,,59.3,57.4,-1.8999999999999986,8.9,17.5,8.6,8.142375946044922,8.319568634033203,0.17719268798828125
17,2026-02-28T14:53:18.390935,zelda,PPO,0.2595999994809972,2851.987199999712,0.0698000003467314,0.0,0.9555999986332608,0.0,5.607700000837212,2858.8798999990104,25,3.1678519998240517,1.4875367351257522,1.6267000009975163,5.7940000006055925,16.0,0.06493506493506493,0.9777777777777777,5,,57.3,57.3,0.0,13.5,0.0,-13.5,8.319568634033203,8.292102813720703,-0.0274658203125
18,2026-02-28T14:53:25.178449,zelda,PPO,0.2755999994406011,6663.238600000113,0.017800000932766125,0.0,0.11970000014116522,0.0,11.282499999651918,6674.93420000028,59,2.299405084821786,0.44948007690136715,1.672300000791438,4.180300000371062,32.0,0.06493506493506493,0.7111111111111111,5,,57.3,57.2,-0.09999999999999432,5.9,5.6,-0.3000000000000007,8.284378051757812,8.262252807617188,-0.022125244140625
19,2026-02-28T14:53:30.814122,zelda,PPO,0.42519999988144264,5514.260600000853,0.05270000110613182,0.0,0.6542999999510357,0.0,12.190900000859983,5527.583700002651,49,4.420781632670325,1.1831098759679575,1.8507999993744306,6.837299999460811,17.0,0.05194805194805195,0.9111111111111111,4,,57.1,57.1,0.0,6.8,0.0,-6.8,8.212661743164062,8.094406127929688,-0.118255615234375
20,2026-02-28T14:53:34.190875,zelda,PPO,0.281300001006457,3246.78429999949,0.04260000059730373,0.0,0.5206999994697981,0.0,20.25080000021262,3267.879700000776,28,5.056553571258909,1.4320059572867825,2.3615000009158393,8.073099999819533,5.0,0.07792207792207792,0.9333333333333333,6,,57.1,57.2,0.10000000000000142,2.8,1.5,-1.2999999999999998,8.094406127929688,8.094406127929688,0.0
