level_id,timestamp,game,algorithm,reset_time_ms,generation_time_ms,extract_time_ms,validation_time_ms,metrics_time_ms,solvability_time_ms,save_time_ms,total_time_ms,steps,mean_inference_ms,std_inference_ms,min_inference_ms,max_inference_ms,total_reward,diversity,complexity,unique_tiles,is_solvable,ram_start_pct,ram_end_pct,ram_delta_pct,cpu_start_pct,cpu_end_pct,cpu_delta_pct,gpu_start_pct,gpu_end_pct,gpu_delta_pct
1,2026-01-30T17:28:36.556207,sokoban,PPO,0.9701999952085316,1239.1409999981988,0.670000008540228,0.6247999990591779,1.0540000075707212,0.001500011421740055,83.54180000605993,1326.0033000260592,9,15.87597777931175,39.69323624861558,1.249000008101575,128.14349999825936,4.0,0.12,1.0,3,,57.2,58.7,1.5,3.3,10.7,7.3999999999999995,8.196783065795898,8.800268173217773,0.603485107421875
2,2026-01-30T17:28:38.237591,sokoban,PPO,0.39840000681579113,1561.247200006619,2.3108000023057684,2.2308000043267384,0.4140000091865659,0.0028999929782003164,8.172999994712882,1574.777100016945,13,4.9159076946894995,1.5752927666407448,1.8517999997129664,7.295600007637404,8.0,0.12,1.0,3,,58.8,58.8,0.0,0.9,2.8,1.9,8.800268173217773,8.862829208374023,0.06256103515625
3,2026-01-30T17:28:40.451939,sokoban,PPO,1.0140000085812062,2100.5069999955595,0.5294000002322719,0.49310000031255186,0.11919999087695032,0.0011999945854768157,4.636800003936514,2107.3006999940844,18,5.160327777654554,1.1470024934744776,3.240999998524785,6.675799988443032,1.0,0.12,1.0,3,,58.8,58.4,-0.3999999999999986,0.6,1.9,1.2999999999999998,8.862829208374023,8.862829208374023,0.0
4,2026-01-30T17:28:42.953206,sokoban,PPO,0.6187000108184293,2386.456000007456,0.2518999972380698,0.22899999748915434,0.052700008382089436,0.000500003807246685,1.9792999955825508,2389.5881000207737,21,5.322342857003345,1.1238303152213738,3.0483000009553507,7.464699985575862,16.0,0.12,1.0,3,,58.4,58.4,0.0,1.2,100.0,98.8,8.862829208374023,8.859777450561523,-0.0030517578125
5,2026-01-30T17:28:46.610144,sokoban,PPO,0.5846999993082136,3530.019700003322,0.6137000018497929,0.5720000044675544,0.17490000755060464,0.0013999961083754897,14.888699995935895,3546.8551000085426,31,3.6946774203135,1.9281571191883842,1.0993000032613054,6.903100002091378,1.0,0.12,1.0,3,,58.4,58.5,0.10000000000000142,4.4,4.6,0.1999999999999993,8.859777450561523,8.862829208374023,0.0030517578125
6,2026-01-30T17:28:47.826291,sokoban,PPO,0.759599992306903,1087.2910000034608,0.985099992249161,0.9279999940190464,0.20530000620055944,0.0020000006770715117,17.873000004328787,1108.0439999932423,9,4.680544441928053,0.8814549235712927,3.471399992122315,5.822899998747744,17.0,0.12,1.0,3,,58.5,58.5,0.0,5.9,5.5,-0.40000000000000036,8.862829208374023,8.862829208374023,0.0
7,2026-01-30T17:28:48.931930,sokoban,PPO,0.7011999987298623,981.0459000000264,0.97490000189282,0.9194000012939796,0.19530000281520188,0.0014999968698248267,14.266199999838136,998.1044000014663,8,3.8381749982363544,1.6035009948029135,1.1721999908331782,5.656599998474121,6.0,0.12,1.0,3,,58.5,58.5,0.0,2.2,2.5,0.2999999999999998,8.862829208374023,8.862829208374023,0.0
8,2026-01-30T17:28:51.551758,sokoban,PPO,0.7838000019546598,2506.8354999966687,0.6970999966142699,0.647599998046644,0.13440000475384295,0.0012999953469261527,3.794100004597567,2512.8937999979826,22,4.410918180259283,1.5733125860472237,1.2115999998059124,5.942799994954839,3.0,0.12,1.0,3,,58.5,58.5,0.0,6.6,5.5,-1.0999999999999996,8.862829208374023,8.862829208374023,0.0
9,2026-01-30T17:28:53.106781,sokoban,PPO,0.5436999927042052,1424.2704000062076,1.0883999930229038,1.0362000029999763,0.1905999961309135,0.0017999991541728377,17.867900009150617,1444.9989999993704,12,4.558391670191971,0.9299722639941793,2.814200008288026,6.260599999222904,14.0,0.12,1.0,3,,58.5,58.5,0.0,3.9,1.9,-2.0,8.862829208374023,8.862829208374023,0.0
10,2026-01-30T17:28:54.220419,sokoban,PPO,0.7623999990755692,992.8048000001581,1.7731999978423119,1.6902000061236322,0.41480000072624534,0.0030999945010989904,6.457999988924712,1003.9064999873517,8,3.6913125004502945,2.041660483374559,1.2038999993819743,7.4078000034205616,13.0,0.12,1.0,3,,58.5,58.5,0.0,32.8,5.7,-27.099999999999998,8.862829208374023,8.862829208374023,0.0
