level_id,timestamp,game,algorithm,reset_time_ms,generation_time_ms,extract_time_ms,validation_time_ms,metrics_time_ms,solvability_time_ms,save_time_ms,total_time_ms,steps,mean_inference_ms,std_inference_ms,min_inference_ms,max_inference_ms,total_reward,diversity,complexity,unique_tiles,is_solvable,ram_start_pct,ram_end_pct,ram_delta_pct,cpu_start_pct,cpu_end_pct,cpu_delta_pct,gpu_start_pct,gpu_end_pct,gpu_delta_pct
11,2026-03-21T02:21:47.039704,zelda,PPO,0.6502920005004853,4602.293984997232,0.044873999286210164,0.0,0.5804409993288573,0.0,2.7592869992076885,4606.328878995555,44,1.003195704387591,0.15327043812032,0.7648169994354248,1.510178997705225,19.0,0.07792207792207792,0.9555555555555556,6,,45.6,45.7,0.10000000000000142,10.1,2.5,-7.6,0.0,0.0,0.0
12,2026-03-21T02:21:51.953983,zelda,PPO,0.6552720005856827,4809.242852999887,0.03485499837552197,0.0,0.2804470022965688,0.0,3.001771998242475,4813.215198999387,46,1.074455673796879,0.23051963284042584,0.833176000014646,2.068587997200666,11.0,0.07792207792207792,0.7555555555555555,6,,45.6,45.8,0.19999999999999574,8.5,4.9,-3.5999999999999996,0.0,0.0,0.0
13,2026-03-21T02:21:57.475384,zelda,PPO,0.7211360025394242,5416.919264000171,0.03393400038476102,0.0,0.2758779992291238,0.0,2.43439599944395,5420.384608001768,52,1.0322358460213694,0.14277995962661566,0.8502579985361081,1.5063119972182903,6.0,0.07792207792207792,0.9777777777777777,6,,45.8,45.7,-0.09999999999999432,10.0,10.1,0.09999999999999964,0.0,0.0,0.0
14,2026-03-21T02:22:03.402525,zelda,PPO,0.647406999632949,5822.385913001199,0.038022000808268785,0.0,0.2778830021270551,0.0,2.791217000776669,5826.140442004544,56,0.994806964432168,0.12272676924498806,0.8504990000801627,1.3947020015621092,17.0,0.09090909090909091,0.8222222222222222,7,,45.7,45.6,-0.10000000000000142,5.0,25.9,20.9,0.0,0.0,0.0
15,2026-03-21T02:22:08.217587,zelda,PPO,0.7990920021256898,4709.53210800144,0.036269000702304766,0.0,0.31211600071401335,0.0,2.321764000953408,4713.0013490059355,45,1.0154660889788323,0.14011494237031802,0.8792529988568276,1.4536330018017907,10.0,0.06493506493506493,0.7555555555555555,5,,45.6,45.5,-0.10000000000000142,17.7,0.0,-17.7,0.0,0.0,0.0
16,2026-03-21T02:22:13.737339,zelda,PPO,0.6347230009851046,5415.406229996734,0.033972999517573044,0.0,0.28048799867974594,0.0,2.4090989973046817,5418.764512993221,52,0.9975318651133701,0.136703797023204,0.8723000028112438,1.3632820009661373,8.0,0.07792207792207792,0.9333333333333333,6,,45.4,45.3,-0.10000000000000142,59.5,3.8,-55.7,0.0,0.0,0.0
17,2026-03-21T02:22:18.961473,zelda,PPO,0.6980720027058851,5118.410140999913,0.04097700002603233,0.0,0.4711459987447597,0.0,2.8655869973590598,5122.485922998749,49,0.9767772244973754,0.11379818105690342,0.8215440029744059,1.3193499980843626,9.0,0.06493506493506493,0.9555555555555556,5,,45.2,45.3,0.09999999999999432,5.0,5.0,0.0,0.0,0.0,0.0
18,2026-03-21T02:22:21.828010,zelda,PPO,0.7078909984556958,2761.939957999857,0.03426499824854545,0.0,0.2799059984681662,0.0,2.386045001912862,2765.3480649969424,26,0.988417499824069,0.10404492774934054,0.8909639982448425,1.2416040008247364,37.0,0.07792207792207792,1.0,6,,45.4,45.2,-0.19999999999999574,22.5,0.0,-22.5,0.0,0.0,0.0
19,2026-03-21T02:22:25.117675,zelda,PPO,0.6245740005397238,3184.1784629978065,0.0662950005789753,0.0,0.3388170007383451,0.0,2.654600000823848,3187.8627490004874,30,0.9815901333543782,0.12642484808077692,0.8824780015856959,1.4993879995017778,27.0,0.09090909090909091,0.8666666666666667,7,,45.2,45.3,0.09999999999999432,6.2,0.0,-6.2,0.0,0.0,0.0
20,2026-03-21T02:22:29.316277,zelda,PPO,0.6561139998666476,4093.172044998937,0.03560699769877829,0.0,0.32265600020764396,0.0,2.5837359971774276,4096.770157993888,39,0.9840193844679445,0.12070990876729963,0.8587939992139582,1.3977979979244992,20.0,0.07792207792207792,0.7555555555555555,6,,45.3,45.3,0.0,3.7,0.0,-3.7,0.0,0.0,0.0
